one huge opportunity .	one huge opportunity .	NUM ADJ N;SG _
the next day i let her out of the bedroom so they could check each other out , and the kitten hissed twice within the first 20 minutes of meeting each other and now she no longer hisses and they have been playing ( chasing each other up and down the hall , rolling around on the ground and pawing at each other ) .	the next day i let she out of the bedroom so they could check each other out , and the kitten hiss twice within the first 20 minute of meet each other and now she no longer hiss and they have be play ( chase each other up and down the hall , roll around on the ground and paw at each other ) .	DEF;DET ADJ N;SG 1;NOM;PRO;SG FIN;IND;PST;V 3;ACC;FEM;PRO;SG ADP ADP DEF;DET N;SG CONJ 3;NOM;PL;PRO FIN;V NFIN;V DET ADJ ADP _ CONJ DEF;DET N;SG FIN;IND;PST;V ADV ADP DEF;DET ADJ NUM N;PL CONJ V;V.MSDR DET ADJ CONJ ADV 3;FEM;NOM;PRO;SG ADV ADV;CMPR 3;FIN;IND;PRS;SG;V CONJ 3;NOM;PL;PRO FIN;IND;PRS;V PST;V;V.PTCP PRS;V;V.PTCP _ V;V.MSDR DET ADJ ADP CONJ ADP DEF;DET N;SG _ V;V.MSDR ADV ADP DEF;DET N;SG CONJ V;V.MSDR ADP DET ADJ _ _
martin	martin	PROPN;SG
ahmed al - chalabi and defense minister hazim al - sha'lan have been engaging in shrill public attacks over the media .	ahmed al - chalabi and defense minister hazim al - sha'lan have be engage in shrill public attack over the media .	PROPN;SG PROPN;SG _ PROPN;SG CONJ N;SG N;SG PROPN;SG PROPN;SG _ PROPN;SG FIN;IND;PRS;V PST;V;V.PTCP PRS;V;V.PTCP ADP ADJ ADJ N;PL ADP DEF;DET N;SG _
it has been a pleasure to meet with you and i hope we can continue to talk about energy and finance in the future .	it have be a pleasure to meet with you and i hope we can continue to talk about energy and finance in the future .	3;NEUT;NOM;PRO;SG 3;FIN;IND;PRS;SG;V PST;V;V.PTCP DET;INDF N;SG PART NFIN;V ADP 2;ACC;PRO CONJ 1;NOM;PRO;SG FIN;IND;PRS;V 1;NOM;PL;PRO FIN;V NFIN;V PART NFIN;V ADP N;SG CONJ N;SG ADP DEF;DET N;SG _
or you can visit temples or shrines in okinawa .	or you can visit temple or shrine in okinawa .	CONJ 2;NOM;PRO FIN;V NFIN;V N;PL CONJ N;PL ADP PROPN;SG _
so instead posada may be held indefinitely , in comfortable custody .	so instead posada may be hold indefinitely , in comfortable custody .	ADV ADV PROPN;SG FIN;V NFIN;V PASS;PST;V;V.PTCP ADV _ ADP ADJ N;SG _
i just wanted sue to hear ( she enjoys utility bashing so much ) .	i just want sue to hear ( she enjoy utility bashing so much ) .	1;NOM;PRO;SG ADV FIN;IND;PST;V PROPN;SG PART NFIN;V _ 3;FEM;NOM;PRO;SG 3;FIN;IND;PRS;SG;V N;SG N;SG ADV ADV _ _
he comes with everything , litter box , carrier , ect .	he come with everything , litter box , carrier , ect .	3;MASC;NOM;PRO;SG 3;FIN;IND;PRS;SG;V ADP PRO;SG _ N;SG N;SG _ N;SG _ _ _
they both went to jail and a new manager was put in charge of the apartments .	they both go to jail and a new manager be put in charge of the apartment .	3;NOM;PL;PRO DET FIN;IND;PST;V ADP N;SG CONJ DET;INDF ADJ N;SG 3;FIN;IND;PST;SG;V PASS;PST;V;V.PTCP ADP N;SG ADP DEF;DET N;PL _
karim .	karim .	PROPN;SG _
is there an article to be included in an enron publication and in addition is a letter to be sent under john 's name ( if so , to whom will the letter be sent ) ?	be there a article to be include in a enron publication and in addition be a letter to be send under john 's name ( if so , to whom will the letter be send ) ?	3;FIN;IND;PRS;SG;V PRO DET;INDF N;SG PART NFIN;V PASS;PST;V;V.PTCP ADP DET;INDF PROPN;SG N;SG CONJ ADP N;SG V DET;INDF N;SG PART NFIN;V PASS;PST;V;V.PTCP ADP PROPN;SG PART N;SG _ CONJ ADV _ ADP PRO FIN;V DEF;DET N;SG NFIN;V PASS;PST;V;V.PTCP _ _
or was it supposed to initially be a process of alchemical appropriation ?	or be it suppose to initially be a process of alchemical appropriation ?	CONJ 3;FIN;IND;PST;SG;V 3;NEUT;NOM;PRO;SG PST;V;V.PTCP PART ADV NFIN;V DET;INDF N;SG ADP ADJ N;SG _
clinton had worked out a deal with pakistani prime minister nawaz sharif in summer of 1999 that would have allowed the us to send a special ops team in after bin laden in qandahar , based from pakistan .	clinton have work out a deal with pakistani prime minister nawaz sharif in summer of 1999 that would have allow the us to send a special op team in after bin laden in qandahar , base from pakistan .	PROPN;SG FIN;IND;PST;V PST;V;V.PTCP ADP DET;INDF N;SG ADP ADJ PROPN;SG PROPN;SG PROPN;SG PROPN;SG ADP N;SG ADP NUM PRO FIN;V NFIN;V PST;V;V.PTCP DEF;DET PROPN;SG PART NFIN;V DET;INDF ADJ N;PL N;SG ADV ADP PROPN;SG PROPN;SG ADP PROPN;SG _ PST;V;V.PTCP ADP PROPN;SG _
now the electoral commission is refusing to punish people for mere past baath party membership .	now the electoral commission be refuse to punish people for mere past baath party membership .	ADV DEF;DET PROPN;SG PROPN;SG 3;FIN;IND;PRS;SG;V PRS;V;V.PTCP PART NFIN;V N;PL ADP ADJ ADJ PROPN;SG PROPN;SG N;SG _
look at a map and you try to figure out how , in fall of 1999 , you could possibly pull off such an operation without pakistani facilities .	look at a map and you try to figure out how , in fall of 1999 , you could possibly pull off such a operation without pakistani facility .	FIN;IMP;V ADP DET;INDF N;SG CONJ 2;NOM;PRO FIN;IND;PRS;V PART NFIN;V ADP ADV _ ADP N;SG ADP NUM _ 2;NOM;PRO FIN;V ADV NFIN;V ADP DET DET;INDF N;SG ADP ADJ N;PL _
great service and hairstyles that last .	great service and hairstyle that last .	ADJ N;SG CONJ N;PL PRO FIN;IND;PRS;V _
ey4106.9 performance 01-feb-02 p 27,886 $ 27,361	ey4106.9 performance 01-feb-02 p 27,886 $ 27,361	N;SG N;SG N;SG N;SG NUM _ NUM
thanks	thanks	N;SG
this shop is by far the best i have been to .	this shop be by far the best i have be to .	DET;SG N;SG 3;FIN;IND;PRS;SG;V ADP ADV DEF;DET ADJ;RL 1;NOM;PRO;SG FIN;IND;PRS;V PST;V;V.PTCP ADP _
their thali was not brought out as described ( no saag ) .	they thali be not bring out as describe ( no saag ) .	3;PL;PRO N;SG 3;FIN;IND;PST;SG;V PART PST;V;V.PTCP ADV CONJ PST;V;V.PTCP _ DET N;SG _ _
we had been evaluating seo providers for quite some time and finally decided to take the plunge with stuart , and ulistic .	we have be evaluate seo provider for quite some time and finally decide to take the plunge with stuart , and ulistic .	1;NOM;PL;PRO FIN;IND;PST;V PST;V;V.PTCP V;V.MSDR N;SG N;PL ADP DET DET N;SG CONJ ADV FIN;IND;PST;V PART NFIN;V DEF;DET N;SG ADP PROPN;SG _ CONJ PROPN;SG _
i also plan on trying to retake the gmat test .	i also plan on try to retake the gmat test .	1;NOM;PRO;SG ADV FIN;IND;PRS;V CONJ V;V.MSDR PART NFIN;V DEF;DET PROPN;SG N;SG _
especially if you are planning to spend couple days with family and kids , which best suit you can select ?	especially if you be plan to spend couple day with family and kid , which best suit you can select ?	ADV CONJ 2;NOM;PRO FIN;IND;PRS;V PRS;V;V.PTCP PART NFIN;V N;SG N;PL ADP N;SG CONJ N;PL _ DET ADJ;RL N;SG 2;NOM;PRO FIN;V NFIN;V _
you need to learn about white balance , composition , angle , and work on using the camera properly ...	you need to learn about white balance , composition , angle , and work on use the camera properly ...	2;NOM;PRO FIN;IND;PRS;V PART NFIN;V ADP ADJ N;SG _ N;SG _ N;SG _ CONJ NFIN;V CONJ V;V.MSDR DEF;DET N;SG ADV _
outside of parking being at a premium , especially on discount days , the laundry tub is not filthy and it 's no smaller than any of a dozen laundromats i 've been in .	outside of parking be at a premium , especially on discount day , the laundry tub be not filthy and it be no smaller than any of a dozen laundromat i have be in .	ADV CONJ N;SG V;V.MSDR ADP DET;INDF N;SG _ ADV ADP N;SG N;PL _ DEF;DET PROPN;SG PROPN;SG 3;FIN;IND;PRS;SG;V PART ADJ CONJ 3;NEUT;NOM;PRO;SG 3;FIN;IND;PRS;SG;V ADV ADJ;CMPR ADP DET ADP DET;INDF N;SG N;PL 1;NOM;PRO;SG FIN;IND;PRS;V PST;V;V.PTCP ADP _
kaoshikii can be danced for as many rounds as you like .	kaoshikii can be dance for as many round as you like .	N;SG FIN;V NFIN;V PASS;PST;V;V.PTCP ADP ADV ADJ N;PL CONJ 2;NOM;PRO FIN;IND;PRS;V _
the following quote is from that coogan article :	the follow quote be from that coogan article :	DEF;DET V;V.MSDR N;SG 3;FIN;IND;PRS;SG;V ADP DET;SG PROPN;SG N;SG _
in the final two steps , the dancers firmly stamp their feet on the ground .	in the final two step , the dancer firmly stamp they foot on the ground .	ADP DEF;DET ADJ NUM N;PL _ DEF;DET N;PL ADV FIN;IND;PRS;V 3;PL;PRO N;PL ADP DEF;DET N;SG _
4 . alan greenspan , chairman , federal reserve , u.s.a .	4 . alan greenspan , chairman , federal reserve , u.s.a .	_ _ PROPN;SG PROPN;SG _ PROPN;SG _ PROPN;SG PROPN;SG _ PROPN;SG _
when you have a minute , i 'll give me a call and i 'll come around and show you how to unfreeze the panel .	when you have a minute , i will give i a call and i will come around and show you how to unfreeze the panel .	ADV 2;NOM;PRO FIN;IND;PRS;V DET;INDF N;SG _ 1;NOM;PRO;SG FIN;V NFIN;V 1;ACC;PRO;SG DET;INDF N;SG CONJ 1;NOM;PRO;SG FIN;V NFIN;V ADV CONJ NFIN;V 2;ACC;PRO ADV PART NFIN;V DEF;DET N;SG _
i would encourage anyone who is thinking of back surgery , to talk about different treatment options first with dr. de barros .	i would encourage anyone who be think of back surgery , to talk about different treatment option first with dr. de barros .	1;NOM;PRO;SG FIN;V NFIN;V PRO;SG PRO 3;FIN;IND;PRS;SG;V PRS;V;V.PTCP ADP N;SG N;SG _ PART NFIN;V ADP ADJ N;SG N;PL ADV ADP PROPN;SG PROPN;SG PROPN;SG _
best place in ames	best place in ames	ADJ;RL N;SG ADP PROPN;SG
kk	kk	PROPN;SG
like you can pick the destinations ?	like you can pick the destination ?	INTJ 2;NOM;PRO FIN;V NFIN;V DEF;DET N;PL _
please be brief !	please be brief !	INTJ FIN;IMP;V ADJ _
i go in about every morning to get bagels for myself or my co-workers and the employees at max 's are great !!	i go in about every morning to get bagel for myself or my co-worker and the employee at max 's be great !!	1;NOM;PRO;SG FIN;IND;PRS;V ADV ADV DET N;SG PART NFIN;V N;PL ADP 1;ACC;PRO;REFL;SG CONJ 1;PRO;SG N;PL CONJ DEF;DET N;PL ADP PROPN;SG PART FIN;IND;PRS;V ADJ _
i just hate to see the poor dears experience a slow painful death that way :( .	i just hate to see the poor dear experience a slow painful death that way :( .	1;NOM;PRO;SG ADV FIN;IND;PRS;V PART NFIN;V DEF;DET ADJ N;PL FIN;IND;PRS;V DET;INDF ADJ ADJ N;SG DET;SG N;SG _ _
2 ) pg&e - swap with enron europe ltd. ( 3 in total )	2 ) pg&e - swap with enron europe ltd. ( 3 in total )	_ _ N;SG _ N;SG ADP PROPN;SG PROPN;SG PROPN;SG _ NUM ADP ADJ _
when baptist pastor stephen jones talks about what makes for a happy marriage with janice , his wife of 35 years , one special ingredient might surprise you : double - dating with coupled friends who happen to be gay .	when baptist pastor stephen jones talk about what make for a happy marriage with janice , he wife of 35 year , one special ingredient might surprise you : double - dating with coupled friend who happen to be gay .	ADV ADJ N;SG PROPN;SG PROPN;SG 3;FIN;IND;PRS;SG;V CONJ PRO 3;FIN;IND;PRS;SG;V ADP DET;INDF ADJ N;SG ADP PROPN;SG _ 3;MASC;PRO;SG N;SG ADP NUM N;PL _ NUM ADJ N;SG FIN;V NFIN;V 2;NOM;PRO _ ADJ _ N;SG ADP ADJ N;PL PRO FIN;IND;PRS;V PART NFIN;V ADJ _
( clauses 2 & 3 ) .	( clause 2 & 3 ) .	_ N;PL NUM CONJ NUM _ _
of these three , it 's a toss - up between royal and carnival .	of these three , it be a toss - up between royal and carnival .	ADP DET;PL NUM _ 3;NEUT;NOM;PRO;SG 3;FIN;IND;PRS;SG;V DET;INDF N;SG _ N;SG ADP PROPN;SG CONJ PROPN;SG _
it is not as precise as a pelham bit because it only uses one rein , though the modern ones have two or three slots on which to put the reins .	it be not as precise as a pelham bit because it only use one rein , though the modern one have two or three slot on which to put the rein .	3;NEUT;NOM;PRO;SG 3;FIN;IND;PRS;SG;V PART ADV ADJ ADP DET;INDF N;SG N;SG CONJ 3;NEUT;NOM;PRO;SG ADV 3;FIN;IND;PRS;SG;V NUM N;SG _ CONJ DEF;DET ADJ N;PL FIN;IND;PRS;V NUM CONJ NUM N;PL ADP PRO PART NFIN;V DEF;DET N;PL _
please let me know what shape you all think the offer ought to take and we can revise accordingly .	please let i know what shape you all think the offer ought to take and we can revise accordingly .	INTJ FIN;IMP;V 1;ACC;PRO;SG NFIN;V DET N;SG 2;NOM;PRO DET FIN;IND;PRS;V DEF;DET N;SG FIN;V PART NFIN;V CONJ 1;NOM;PL;PRO FIN;V NFIN;V ADV _
if this is the best that tucson has to offer , i am out ta here ...	if this be the best that tucson have to offer , i be out of here ...	CONJ PRO;SG 3;FIN;IND;PRS;SG;V DEF;DET ADJ;RL PRO PROPN;SG 3;FIN;IND;PRS;SG;V PART NFIN;V _ 1;NOM;PRO;SG 1;FIN;IND;PRS;SG;V ADP ADP ADV _
took 1 + hour to deliver to chatham , hair in food , driver did n't know area .	take 1 + hour to deliver to chatham , hair in food , driver do not know area .	FIN;IND;PST;V NUM _ N;SG PART NFIN;V ADP PROPN;SG _ N;SG ADP N;SG _ N;SG FIN;IND;PST;V PART NFIN;V N;SG _
ey4096.1 performance 01-feb-02 p 6,363,217 - $ 250,393	ey4096.1 performance 01-feb-02 p 6,363,217 - $ 250,393	N;SG N;SG N;SG N;SG NUM _ _ NUM
although there is nothing illegal about the generators acting together to lobby against price caps , dunn believes the letters and other actions around the same time showed clear coordination among energy officials .	although there be nothing illegal about the generator act together to lobby against price cap , dunn believe the letter and other action around the same time show clear coordination among energy official .	CONJ PRO 3;FIN;IND;PRS;SG;V PRO;SG ADJ CONJ DEF;DET N;PL V;V.MSDR ADV PART NFIN;V ADP N;SG N;PL _ PROPN;SG 3;FIN;IND;PRS;SG;V DEF;DET N;PL CONJ ADJ N;PL ADP DEF;DET ADJ N;SG FIN;IND;PST;V ADJ N;SG ADP N;SG N;PL _
rates ca n't go up w/out declaring the rate freeze over in some fashion --- trying to finesse it .	rate can not go up without declare the rate freeze over in some fashion --- try to finesse it .	N;PL FIN;V PART NFIN;V ADV CONJ V;V.MSDR DEF;DET N;SG N;SG ADV ADP DET N;SG _ V;V.MSDR PART NFIN;V 3;ACC;NEUT;PRO;SG _
fostering 6 week old kittens and hating it !	foster 6 week old kitten and hate it !	V;V.MSDR NUM N;SG ADJ N;PL CONJ V;V.MSDR 3;NEUT;NOM;PRO;SG _
you 're done .	you be done .	2;NOM;PRO FIN;IND;PRS;V ADJ _
the inability to foresee in advance the assassination attempt on the pro-india political leader and former bangladeshi prime minister sheikh hasina wazed last august 21 at a political rally in dhaka , and the recent " coup " by nepalese king gyanendra dismissing his government and imposing a virtual absolute monarchy , are glaring examples of intelligence failure .	the inability to foresee in advance the assassination attempt on the pro-india political leader and former bangladeshi prime minister sheikh hasina wazed last august 21 at a political rally in dhaka , and the recent " coup " by nepalese king gyanendra dismiss he government and impose a virtual absolute monarchy , be glaring example of intelligence failure .	DEF;DET N;SG PART NFIN;V ADP N;SG DEF;DET N;SG N;SG ADP DEF;DET ADJ ADJ N;SG CONJ ADJ ADJ ADJ N;SG PROPN;SG PROPN;SG PROPN;SG ADJ PROPN;SG NUM ADP DET;INDF ADJ N;SG ADP PROPN;SG _ CONJ DEF;DET ADJ _ N;SG _ ADP ADJ PROPN;SG PROPN;SG V;V.MSDR 3;MASC;PRO;SG N;SG CONJ V;V.MSDR DET;INDF ADJ ADJ N;SG _ FIN;IND;PRS;V ADJ N;PL ADP N;SG N;SG _
it was n't until he gave up and walked out the door that someone asked can i help you .	it be not until he give up and walk out the door that someone ask can i help you .	3;NEUT;NOM;PRO;SG FIN;IND;PST;SG;V PART CONJ 3;MASC;NOM;PRO;SG FIN;IND;PST;V ADP CONJ FIN;IND;PST;V ADP DEF;DET N;SG CONJ PRO;SG FIN;IND;PST;V FIN;V 1;NOM;PRO;SG NFIN;V 2;ACC;PRO _
i just have a few issues supporting my back and my left leg flops .	i just have a few issue support my back and my left leg flop .	1;NOM;PRO;SG ADV FIN;IND;PRS;V DET;INDF ADJ N;PL V;V.MSDR 1;PRO;SG N;SG CONJ 1;PRO;SG ADJ N;SG 3;FIN;IND;PRS;SG;V _
they seem to be just that : rumors .	they seem to be just that : rumor .	3;NOM;PL;PRO FIN;IND;PRS;V PART NFIN;V ADV DET;SG _ N;PL _
disappointed	disappointed	ADJ
neither the iso board , which had established the price cap , nor the governor learned of winter 's actions until the cap had been removed .	neither the iso board , which have establish the price cap , nor the governor learn of winter 's action until the cap have be remove .	CONJ DEF;DET PROPN;SG N;SG _ PRO FIN;IND;PST;V PST;V;V.PTCP DEF;DET N;SG N;SG _ CONJ DEF;DET N;SG FIN;IND;PST;V ADP PROPN;SG PART N;PL CONJ DEF;DET N;SG FIN;IND;PST;V PST;V;V.PTCP PASS;PST;V;V.PTCP _
is this a transitional period for the baby ... that he / she is left alone much more time ?	be this a transitional period for the baby ... that he / she be leave alone much more time ?	3;FIN;IND;PRS;SG;V PRO;SG DET;INDF ADJ N;SG ADP DEF;DET N;SG _ CONJ 3;MASC;NOM;PRO;SG _ 3;FEM;NOM;PRO;SG 3;FIN;IND;PRS;SG;V PASS;PST;V;V.PTCP ADJ ADV ADJ;CMPR N;SG _
" the bush administration is preparing its nato allies for a possible military strike against suspected nuclear sites in iran in the new year , according to german media reports , reinforcing similar earlier suggestions in the turkish media , " reported upi on december 30th .	" the bush administration be prepare its nato ally for a possible military strike against suspect nuclear site in iran in the new year , accord to german media report , reinforce similar earlier suggestion in the turkish media , " report upi on december 30th .	_ DEF;DET PROPN;SG N;SG 3;FIN;IND;PRS;SG;V PRS;V;V.PTCP 3;NEUT;PRO;SG PROPN;SG N;PL ADP DET;INDF ADJ ADJ N;SG ADP PST;V;V.PTCP ADJ N;PL ADP PROPN;SG ADP DEF;DET PROPN;SG PROPN;SG _ V;V.MSDR ADP ADJ N;SG N;PL _ V;V.MSDR ADJ ADJ;CMPR N;PL ADP DEF;DET ADJ N;SG _ _ FIN;IND;PST;V PROPN;SG ADP PROPN;SG N;SG _
when my server crashed , greg worked from 7 pm until 4 am and had my company up and running the next morning .	when my server crash , greg work from 7 pm until 4 am and have my company up and run the next morning .	ADV 1;PRO;SG N;SG FIN;IND;PST;V _ PROPN;SG FIN;IND;PST;V ADP NUM N;SG ADP NUM N;SG CONJ FIN;IND;PST;V 1;PRO;SG N;SG ADV CONJ V;V.MSDR DEF;DET ADJ N;SG _
if all the following instructions are adhered to , you will receive extraordinary dividends .	if all the follow instruction be adhere to , you will receive extraordinary dividend .	CONJ DET DEF;DET V;V.MSDR N;PL FIN;IND;PRS;V PASS;PST;V;V.PTCP ADP _ 2;NOM;PRO FIN;V NFIN;V ADJ N;PL _
the team who work there are helpfull , friendly and extremely knowledgeable and will help you as much as they can with thier years of hands on practice .	the team who work there be helpfull , friendly and extremely knowledgeable and will help you as much as they can with thier year of hand on practice .	DEF;DET N;SG PRO FIN;IND;PRS;V ADV FIN;IND;PRS;V ADJ _ ADJ CONJ ADV ADJ CONJ FIN;V NFIN;V 2;NOM;PRO ADV ADV CONJ 3;NOM;PL;PRO FIN;V ADP PRO N;PL ADP N;PL ADV N;SG _
i feed them flakes , and live earthworms uncut everyday .	i feed they flake , and live earthworm uncut everyday .	1;NOM;PRO;SG FIN;IND;PRS;V 3;ACC;PL;PRO N;PL _ CONJ ADJ N;PL ADJ ADV _
i stopped in today @ yards brewery .	i stop in today at yards brewery .	1;NOM;PRO;SG FIN;IND;PST;V ADV N;SG ADP PROPN;SG PROPN;SG _
