занимает площадь 352,658 км2 .	занимать площадь 352,658 км2 .	3;FIN;IND;IPFV;PRS;SG;V ACC;FEM;INAN;N;SG NOM;NUM GEN;INAN;MASC;N;PL _
15 сентября 2011 истекал срок временного соглашения об управлении спорными пропускными пунктами , и на следующий день , 16 сентября , сотрудники косовской полиции вместе с представителями миссий eulex и нато высадились на переходах , чтобы восстановить над ними свой контроль , что вызвало вторую волну противостояния .	15 сентябрь 2011 истекать срок временный соглашение об управление спорный пропускной пункт , и на следующий день , 16 сентябрь , сотрудник косовский полиция вместе с представитель миссия eulex и нато высадиться на переход , чтобы восстановить над они свой контроль , что вызвать второй волна противостояние .	ADJ;GEN;INAN;NEUT;SG GEN;INAN;MASC;N;SG ADJ;GEN;INAN;MASC;SG FIN;IND;IPFV;MASC;PST;SG;V INAN;MASC;N;NOM;SG ADJ;GEN;INAN;NEUT;SG GEN;INAN;N;NEUT;SG ADP ESS;INAN;N;NEUT;SG ADJ;INAN;INS;PL ADJ;INAN;INS;PL INAN;INS;MASC;N;PL _ CONJ ADP ACC;ADJ;INAN;MASC;SG ACC;INAN;MASC;N;SG _ ADJ;GEN;INAN;NEUT;SG GEN;INAN;MASC;N;SG _ ANIM;MASC;N;NOM;PL ADJ;FEM;GEN;INAN;SG FEM;GEN;INAN;N;SG ADV ADP ANIM;INS;MASC;N;PL FEM;GEN;INAN;N;PL GEN;INAN;MASC;PROPN;SG CONJ GEN;INAN;MASC;PROPN;SG FIN;IND;MID;PFV;PL;PST;V ADP ESS;INAN;MASC;N;PL _ CONJ NFIN;PFV;V ADP 3;INS;PL;PRO ACC;DET;INAN;MASC;REFL;SG ACC;INAN;MASC;N;SG _ INAN;NEUT;NOM;PRO;SG FIN;IND;NEUT;PFV;PST;SG;V ACC;ADJ;FEM;INAN;SG ACC;FEM;INAN;N;SG GEN;INAN;N;NEUT;SG _
в кубке мира ноусиайнен дебютировал в 2003 году , в декабре 2007 года впервые попал в тройку лучших на этапе кубка мира .	в кубок мир ноусиайнен дебютировать в 2003 год , в декабрь 2007 год впервые попадать в тройка лучший на этап кубок мир .	ADP ESS;INAN;MASC;N;SG GEN;INAN;MASC;N;SG ANIM;MASC;NOM;PROPN;SG FIN;IND;IPFV;MASC;PST;SG;V ADP ADJ;ESS;INAN;MASC;SG ESS;INAN;MASC;N;SG _ ADP ESS;INAN;MASC;N;SG ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG ADV FIN;IND;MASC;PFV;PST;SG;V ADP ACC;FEM;INAN;N;SG ANIM;GEN;MASC;N;PL ADP ESS;INAN;MASC;N;SG GEN;INAN;MASC;N;SG GEN;INAN;MASC;N;SG _
находится за полярным кругом , территориально расположен в таймырском ( долгано - ненецком ) районе красноярского края , административно -- город краевого подчинения .	находиться за полярный круг , территориально расположить в таймырский ( долгано - ненецкий ) район красноярский край , административно -- город краевой подчинение .	3;FIN;IND;IPFV;MID;PRS;SG;V ADP ADJ;INAN;INS;MASC;SG INAN;INS;MASC;N;SG _ ADV INAN;MASC;NOM;PASS;PFV;PST;SG;V;V.PTCP ADP ADJ;ESS;INAN;MASC;SG _ ADV _ ADJ;ESS;INAN;MASC;SG _ ESS;INAN;MASC;N;SG ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG _ ADV _ INAN;MASC;N;NOM;SG ADJ;GEN;INAN;NEUT;SG GEN;INAN;N;NEUT;SG _
здесь он создал свои работы `` о природе корреальных обязательств &#39;&#39; 1859 год и академическую программу о `` возрасте письменных источников римских юристов от адриана до александра в 1860 году .	здесь он создать свой работа `` о природа корреальный обязательство &#39;&#39; 1859 год и академический программа о `` возраст письменный источник римский юрист от адриан до александр в 1860 год .	ADV 3;MASC;NOM;PRO;SG FIN;IND;MASC;PFV;PST;SG;V ACC;DET;INAN;PL;REFL ACC;FEM;INAN;N;PL _ ADP ESS;FEM;INAN;N;SG ADJ;GEN;INAN;PL GEN;INAN;N;NEUT;PL _ ADJ;INAN;MASC;NOM;SG INAN;MASC;N;NOM;SG CONJ ACC;ADJ;FEM;INAN;SG ACC;FEM;INAN;N;SG ADP _ ESS;INAN;MASC;N;SG ADJ;GEN;INAN;PL GEN;INAN;MASC;N;PL ADJ;ANIM;GEN;PL ANIM;GEN;MASC;N;PL ADP ANIM;GEN;MASC;PROPN;SG ADP ANIM;GEN;MASC;PROPN;SG ADP ADJ;ESS;INAN;MASC;SG ESS;INAN;MASC;N;SG _
протагонист игры -- эш , персонаж трилогии зловещие мертвецы .	протагонист игра -- эш , персонаж трилогия зловещий мертвец .	ANIM;MASC;N;NOM;SG FEM;GEN;INAN;N;SG _ ANIM;MASC;NOM;PROPN;SG _ ANIM;MASC;N;NOM;SG FEM;GEN;INAN;N;SG ADJ;ANIM;NOM;PL ANIM;MASC;N;NOM;PL _
после изучения бюджета в соответствующей комиссии нижней палаты народная джирга принимала по нему решение , которое вступала в силу после утверждения его королём .	после изучение бюджет в соответствующий комиссия нижний палата народный джирга принимать по он решение , который вступать в сила после утверждение он король .	ADP GEN;INAN;N;NEUT;SG GEN;INAN;MASC;N;SG ADP ADJ;ESS;FEM;INAN;SG ESS;FEM;INAN;N;SG ADJ;FEM;GEN;INAN;SG FEM;GEN;INAN;N;SG ADJ;FEM;INAN;NOM;SG FEM;INAN;NOM;PROPN;SG FEM;FIN;IND;IPFV;PST;SG;V ADP 3;DAT;MASC;PRO;SG ACC;INAN;N;NEUT;SG _ INAN;NEUT;NOM;PRO;SG FEM;FIN;IND;IPFV;PST;SG;V ADP ACC;FEM;INAN;N;SG ADP GEN;INAN;N;NEUT;SG 3;ACC;MASC;PRO;SG ANIM;INS;MASC;N;SG _
река вязьма , некогда чистая ( непосредственно перед городом воду можно было спокойно пить ) , после строительства птицефабрики `` лесная &#39;&#39; и свинокомплекса `` боровое &#39;&#39; в районах верхнего течения была отравлена и загрязнена .	река вязьма , некогда чистый ( непосредственно перед город вода можно быть спокойно пить ) , после строительство птицефабрика `` лесной &#39;&#39; и свинокомплекс `` боровой &#39;&#39; в район верхний течение быть отравить и загрязнить .	FEM;INAN;N;NOM;SG FEM;INAN;NOM;PROPN;SG _ ADV ADJ;FEM;INAN;NOM;SG _ ADV ADP INAN;INS;MASC;N;SG ACC;FEM;INAN;N;SG V FIN;IND;IPFV;NEUT;PST;SG;V ADV IPFV;NFIN;V _ _ ADP GEN;INAN;N;NEUT;SG FEM;GEN;INAN;N;SG _ ADJ;FEM;INAN;NOM;SG _ CONJ GEN;INAN;MASC;N;SG _ ADJ;INAN;NEUT;NOM;SG _ ADP ESS;INAN;MASC;N;PL ADJ;GEN;INAN;NEUT;SG GEN;INAN;N;NEUT;SG FEM;FIN;IND;IPFV;PST;SG;V FEM;INAN;NOM;PASS;PFV;PST;SG;V;V.PTCP CONJ FEM;INAN;NOM;PASS;PFV;PST;SG;V;V.PTCP _
брэдбери потратил немало сил , чтобы убедить издателя не добавлять на обложку издания надпись `` научная фантастика &#39;&#39; .	брэдбери потратить немало сила , чтобы убедить издатель не добавлять на обложка издание надпись `` научный фантастика &#39;&#39; .	ANIM;MASC;NOM;PROPN;SG FIN;IND;MASC;PFV;PST;SG;V ADV FEM;GEN;INAN;N;PL _ CONJ NFIN;PFV;V ACC;ANIM;MASC;N;SG NEG;PART IPFV;NFIN;V ADP ACC;FEM;INAN;N;SG GEN;INAN;N;NEUT;SG ACC;FEM;INAN;N;SG _ ADJ;FEM;INAN;NOM;SG FEM;INAN;N;NOM;SG _ _
двойная система является переменной типа rs гончих псов и её яркость может изменяться от + 3,69 до + 3,97 с периодом в 54,2 дня .	двойной система являться переменная тип rs гончий пес и ее яркость мочь изменяться от + 3,69 до + 3,97 с период в 54,2 день .	ADJ;FEM;INAN;NOM;SG FEM;INAN;N;NOM;SG 3;FIN;IND;IPFV;MID;PRS;SG;V FEM;INAN;INS;N;SG ADP FEM;GEN;INAN;N;SG ADJ;ANIM;GEN;PL ANIM;GEN;MASC;N;PL CONJ 3;DET FEM;INAN;N;NOM;SG 3;FIN;IND;IPFV;PRS;SG;V IPFV;MID;NFIN;V ADP _ GEN;NUM ADP _ GEN;NUM ADP INAN;INS;MASC;N;SG ADP ACC;INAN;MASC;NUM GEN;INAN;MASC;N;SG _
основная водная артерия -- река чу .	основной водный артерия -- река чу .	ADJ;FEM;INAN;NOM;SG ADJ;FEM;INAN;NOM;SG FEM;INAN;N;NOM;SG _ FEM;INAN;N;NOM;SG FEM;INAN;NOM;PROPN;SG _
аминта был сыном царя галатов и дочери дейотара , которому аминта наследовал .	аминта быть сын царь галат и дочь дейотар , который аминта наследовать .	ANIM;MASC;NOM;PROPN;SG FIN;IND;IPFV;MASC;PST;SG;V ANIM;INS;MASC;N;SG ANIM;GEN;MASC;N;SG ANIM;GEN;MASC;N;PL CONJ ANIM;FEM;GEN;N;SG ANIM;GEN;MASC;PROPN;SG _ ANIM;DAT;MASC;PRO;SG ANIM;MASC;NOM;PROPN;SG FIN;IND;IPFV;MASC;PST;SG;V _
в 80-90 - е годы прошлого века в окрестностях сел линёвка , изобильное , тамар - уткуль проводились экспедиции археологической лаборатории оренбургского педагогического института исследовавшие курганы различных периодов бронзового века , раннего железного века , а также эпохи средневековья .	в 80-90 - й год прошлый век в окрестности село линевка , изобильный , тамар - уткуль проводиться экспедиция археологический лаборатория оренбургский педагогический институт исследовать курган различный период бронзовый век , ранний железный век , а также эпоха средневековье .	ADP ADV _ ACC;ADJ;INAN;PL ACC;INAN;MASC;N;PL ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG ADP ESS;FEM;INAN;N;PL GEN;INAN;N;NEUT;PL FEM;INAN;NOM;PROPN;SG _ ADJ;INAN;NEUT;NOM;SG _ ADV _ INAN;MASC;NOM;PROPN;SG FIN;IND;IPFV;MID;PL;PST;V FEM;INAN;N;NOM;PL ADJ;FEM;GEN;INAN;SG FEM;GEN;INAN;N;SG ADJ;GEN;INAN;MASC;SG ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG ACT;ANIM;IPFV;NOM;PL;PST;V;V.PTCP ACC;INAN;MASC;N;PL ADJ;GEN;INAN;PL GEN;INAN;MASC;N;PL ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG _ ADJ;GEN;INAN;MASC;SG ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG _ CONJ CONJ FEM;GEN;INAN;N;SG GEN;INAN;N;NEUT;SG _
в итоге в 1018 году санчо iii наваррский занял центральную часть графства , где разбив мавров , вторгшихся в рибагорсу .	в итог в 1018 год санчо iii наваррский занять центральный часть графство , где разбить мавр , вторгнуться в рибагорса .	ADP ESS;INAN;MASC;N;SG ADP ADJ;ESS;INAN;MASC;SG ESS;INAN;MASC;N;SG ANIM;MASC;NOM;PROPN;SG ADJ;ANIM;MASC;NOM;SG ADJ;ANIM;MASC;NOM;SG FIN;IND;MASC;PFV;PST;SG;V ACC;ADJ;FEM;INAN;SG ACC;FEM;INAN;N;SG GEN;INAN;N;NEUT;SG _ ADV PFV;V;V.CVB ACC;ANIM;MASC;N;PL _ ACC;ACT;ANIM;PFV;PL;PST;V;V.PTCP ADP ACC;FEM;INAN;PROPN;SG _
участвовал в сражении при головчине , где командовал левым флангом русской армии .	участвовать в сражение при головчин , где командовать левый фланг русский армия .	FIN;IND;IPFV;MASC;PST;SG;V ADP ESS;INAN;N;NEUT;SG ADP ESS;INAN;MASC;PROPN;SG _ ADV FIN;IND;IPFV;MASC;PST;SG;V ADJ;INAN;INS;MASC;SG INAN;INS;MASC;N;SG ADJ;FEM;GEN;INAN;SG FEM;GEN;INAN;N;SG _
победителем турнира стала сборная бразилии .	победитель турнир стать сборная бразилия .	ANIM;INS;MASC;N;SG GEN;INAN;MASC;N;SG FEM;FIN;IND;PFV;PST;SG;V FEM;INAN;N;NOM;SG FEM;GEN;INAN;PROPN;SG _
население -- 6240 человек .	население -- 6240 человек .	INAN;N;NEUT;NOM;SG _ NOM;NUM ANIM;GEN;MASC;N;PL _
в пензе существует улица , носившая название `` линия присутственных мест &#39;&#39; , на которой до настоящего времени нет ни одного жилого дома .	в пенза существовать улица , носить название `` линия присутственный место &#39;&#39; , на который до настоящий время нет ни один жилой дом .	ADP ESS;FEM;INAN;PROPN;SG 3;FIN;IND;IPFV;PRS;SG;V FEM;INAN;N;NOM;SG _ ACT;FEM;INAN;IPFV;NOM;PST;SG;V;V.PTCP ACC;INAN;N;NEUT;SG _ FEM;INAN;N;NOM;SG ADJ;GEN;INAN;PL GEN;INAN;N;NEUT;PL _ _ ADP ESS;FEM;INAN;PRO;SG ADP ADJ;GEN;INAN;NEUT;SG GEN;INAN;N;NEUT;SG IPFV;PRS;V NEG;PART GEN;INAN;MASC;NUM;SG ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG _
с 1990 года -- на пенсии .	с 1990 год -- на пенсия .	ADP ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG _ ADP ESS;FEM;INAN;N;SG _
в то же время деятельность агитбригады в стенах института леса не прекращалась -- в студию по - прежнему приходили студенты факультета электроники .	в тот же время деятельность агитбригада в стена институт лес не прекращаться -- в студия по - прежнему приходить студент факультет электроника .	ADP ACC;DET;INAN;NEUT;SG PART ACC;INAN;N;NEUT;SG FEM;INAN;N;NOM;SG FEM;GEN;INAN;N;SG ADP ESS;FEM;INAN;N;PL GEN;INAN;MASC;N;SG GEN;INAN;MASC;N;SG NEG;PART FEM;FIN;IND;IPFV;MID;PST;SG;V _ ADP ACC;FEM;INAN;N;SG ADP _ ADV FIN;IND;IPFV;PL;PST;V ANIM;MASC;N;NOM;PL GEN;INAN;MASC;N;SG FEM;GEN;INAN;N;SG _
костомарове появилась 16 мая того же года .	костомаров появиться 16 май тот же год .	ANIM;ESS;MASC;PROPN;SG FEM;FIN;IND;MID;PFV;PST;SG;V ADJ;GEN;INAN;NEUT;SG GEN;INAN;MASC;N;SG DET;GEN;INAN;MASC;SG PART GEN;INAN;MASC;N;SG _
во время великой отечественной войны работала фотокорреспондентом в газете 10 - й армии `` боевое знамя &#39;&#39; и во фронтовой газете `` за честь родины &#39;&#39; .	во время великий отечественный война работать фотокорреспондент в газета 10 - й армия `` боевой знамя &#39;&#39; и во фронтовой газета `` за честь родина &#39;&#39; .	ADP ACC;INAN;N;NEUT;SG ADJ;FEM;GEN;INAN;SG ADJ;FEM;GEN;INAN;SG FEM;GEN;INAN;N;SG FEM;FIN;IND;IPFV;PST;SG;V ANIM;INS;MASC;N;SG ADP ESS;FEM;INAN;N;SG ADV _ ADJ;FEM;GEN;INAN;SG FEM;GEN;INAN;N;SG _ ADJ;INAN;NEUT;NOM;SG INAN;N;NEUT;NOM;SG _ CONJ ADP ADJ;ESS;FEM;INAN;SG ESS;FEM;INAN;N;SG _ ADP ACC;FEM;INAN;N;SG FEM;GEN;INAN;N;SG _ _
сам баринский едва успел восхититься и сказать , что `` президент оторвался от души &#39;&#39; , как раздался телефонный звонок с сообщением , что горбачёв не приземлился в чернобыле .	сам баринский едва успеть восхититься и сказать , что `` президент оторваться от душа &#39;&#39; , как раздаться телефонный звонок с сообщение , что горбачев не приземлиться в чернобыль .	ADJ;ANIM;MASC;NOM;SG ANIM;MASC;NOM;PROPN;SG ADV FIN;IND;MASC;PFV;PST;SG;V MID;NFIN;PFV;V CONJ NFIN;PFV;V _ CONJ _ ANIM;MASC;NOM;PROPN;SG FIN;IND;MASC;MID;PFV;PST;SG;V ADP FEM;GEN;INAN;N;SG _ _ CONJ FIN;IND;MASC;MID;PFV;PST;SG;V ADJ;INAN;MASC;NOM;SG INAN;MASC;N;NOM;SG ADP INAN;INS;N;NEUT;SG _ CONJ ANIM;MASC;NOM;PROPN;SG NEG;PART FIN;IND;MASC;MID;PFV;PST;SG;V ADP ESS;INAN;MASC;PROPN;SG _
