suosittelisin , että sellaiset ihmiset menisivät nyt itseensä .	suositella , että sellainen ihminen mennä nyt itse .	1;ACT;COND;FIN;SG;V _ CONJ DET;NOM;PL N;NOM;PL 3;ACT;COND;FIN;PL;V ADV IN+ALL;PRO;PSS3;REFL;SG _
se on nähty ruotsissa monta kertaa .	se olla nähdä ruotsi moni kerta .	NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V NOM;PASS;SG;V;V.PTCP IN+ESS;PROPN;SG DET;PRT;SG N;PRT;SG _
on tämä ollut uskomaton vuosi .	olla tämä olla uskoa vuosi .	3;ACT;FIN;IND;PRS;SG;V NOM;PRO;SG ACT;NOM;SG;V;V.PTCP NOM;SG;V;V.PTCP N;NOM;SG _
itäkeskuksen rakennelmat näyttävät markun silmissä kammottavilta .	itäkeskus rakennelma näyttää markku silmä kammottava .	GEN;PROPN;SG N;NOM;PL 3;ACT;FIN;IND;PL;PRS;V GEN;PROPN;SG IN+ESS;N;PL ADJ;AT+ABL;PL _
älkää hyvät ihmiset karistako tuhkaa pois sikarista .	ei hyvä ihminen karistaa tuhka pois sikari .	2;ACT;FIN;IMP;NEG;PL;V ADJ;NOM;PL N;NOM;PL ACT;FIN;IMP;V N;PRT;SG ADV IN+ABL;N;SG _
ihan rauhassa syöt jäätelöö vaan .	ihan rauha syödä jäätelö vaan .	PART IN+ESS;N;SG 2;ACT;FIN;IND;PRS;SG;V N;PRT;SG PART _
mitä teit viime tiistain aamulla ?	mikä tehdä viime tiistai aamu ?	PRO;PRT 2;ACT;FIN;IND;PST;SG;V ADJ GEN;N;SG AT+ESS;N;SG _
jotain on nyt pahasti vinossa .	jokin olla nyt pahasti vinossa .	PRO;PRT;SG 3;ACT;FIN;IND;PRS;SG;V ADV ADV ADV _
vaihtomiehet saivat paljon peliaikaa ja minä tuntumaa uudesta roolista	vaihtomies saada paljon peliaika ja minä tuntuma uusi rooli	N;NOM;PL 3;ACT;FIN;IND;PL;PST;V ADV N;PRT;SG CONJ 1;NOM;PRO;SG N;PRT;SG ADJ;IN+ABL;SG IN+ABL;N;SG
tarkemmat uutiset tapahtumista olivat tervetulleita .	tarkka uutinen tapahtuma olla tervetullut .	ADJ;CMPR;NOM;PL N;NOM;PL IN+ABL;N;PL 3;ACT;FIN;IND;PL;PST;V ADJ;PL;PRT _
miten sitä voidaan valvoa , kun tiedetään , että lohenkalastajat ampuvat luvatta lähelle tulevia halleja tai tappavat verkkoon juuttuneita hylkeitä .	miten se voida valvoa , kun tietää , että lohenkalastaja ampua lupa lähelle tulla halli tai tappaa verkko juuttua hylje .	ADV PRO;PRT;SG FIN;IND;PASS;PRS;V ACT;NFIN;V _ CONJ FIN;IND;PASS;PRS;V _ CONJ N;NOM;PL 3;ACT;FIN;IND;PL;PRS;V N;PRIV;SG ADV ACT;PL;PRT;V;V.PTCP N;PL;PRT CONJ 3;ACT;FIN;IND;PL;PRS;V IN+ALL;N;SG ACT;PL;PRT;V;V.PTCP N;PL;PRT _
varokaa , hengenvaara .	varoa , hengenvaara .	2;ACT;FIN;IMP;PL;V _ N;NOM;SG _
satelliitin ja antennin välillä ei siten saa olla puita tai edes niiden oksia , saati sitten rakennuksia tai kalliomuodostelmia .	satelliitti ja antenni välillä ei siten saada olla puu tai edes ne oksa , saati sitten rakennus tai kalliomuodostelma .	GEN;N;SG CONJ GEN;N;SG ADP 3;ACT;FIN;NEG;SG;V ADV ACT;FIN;IND;PRS;V ACT;NFIN;V N;PL;PRT CONJ PART DET;GEN;PL N;PL;PRT _ PART PART N;PL;PRT CONJ N;PL;PRT _
minä vääntäydyin istumaan niskaani hieroen .	minä vääntäytyä istua niska hieroa .	1;NOM;PRO;SG 1;ACT;FIN;IND;PST;SG;V ACT;IN+ALL;NFIN;V IN+ALL;N;PSS1S;SG ACT;INS;NFIN;V _
miksi vain minä ?	miksi vain minä ?	ADV PART 1;NOM;PRO;SG _
ehkä tämä on edullisempi kuin lakko , vaikka kyllä tämä sopimuskin koettelee yrityksiä .	ehkä tämä olla edullinen kuin lakko , vaikka kyllä tämä sopimus koetella yritys .	PART NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V ADJ;CMPR;NOM;SG CONJ N;NOM;SG _ CONJ PART DET;NOM;SG N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V N;PL;PRT _
pääasialliset tuloksensa von fieandt kokosi teokseen havaitsemisen maailma .	pääasiallinen tulos von fieandt koota teos havaitseminen maailma .	ADJ;NOM;PL N;NOM;PL;PSS3 NOM;PROPN;SG NOM;PROPN;SG 3;ACT;FIN;IND;PST;SG;V IN+ALL;N;SG GEN;N;SG N;NOM;SG _
esimerkiksi yliopistomaailmassa erilaisia tieteellisiä julkaisuja jaetaan jo nyt verkon kautta .	esimerkiksi yliopistomaailma erilainen tieteellinen julkaisu jakaa jo nyt verkko kautta .	ADV IN+ESS;N;SG ADJ;PL;PRT ADJ;PL;PRT N;PL;PRT FIN;IND;PASS;PRS;V PART ADV GEN;N;SG ADP _
jos sinä puhutat sen , harjunpää kuiskasi onervalle .	jos sinä puhuttaa se , harjunpää kuiskata onerva .	CONJ 2;NOM;PRO;SG 2;ACT;FIN;IND;PRS;SG;V GEN;PRO;SG _ NOM;PROPN;SG 3;ACT;FIN;IND;PST;SG;V AT+ALL;PROPN;SG _
kokous pidetään ennen keskiviikkoa	kokous pitää ennen keskiviikko	N;NOM;SG FIN;IND;PASS;PRS;V ADP N;PRT;SG
sitä kautta fuusio vahvistaa niin meidän kuin koko suomalaisen metsäteollisuuden roolia .	se kautta fuusio vahvistaa niin me kuin koko suomalainen metsäteollisuus rooli .	DET;PRT;SG ADV N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V PART 1;DET;GEN;PL CONJ ADJ ADJ;GEN;SG GEN;N;SG N;PRT;SG _
sisältö paljastui merimiehelle viimeistään .	sisältö paljastua merimies viimeistään .	N;NOM;SG 3;ACT;FIN;IND;PST;SG;V AT+ALL;N;SG PART _
hän istahti rattiin ja starttasi muitta mutkitta .	hän istahtaa ratti ja startata muu mutka .	3;NOM;PRO;SG 3;ACT;FIN;IND;PST;SG;V IN+ALL;N;SG CONJ 3;ACT;FIN;IND;PST;SG;V DET;PL;PRIV N;PL;PRIV _
lainkuuliaiset asiakkaat tietenkin poistavat elokuvan koneeltaan heti kun ovat katsoneet sen ...	lainkuuliainen asiakas tietenkin poistaa elokuva kone heti kun olla katsoa se ...	ADJ;NOM;PL N;NOM;PL PART 3;ACT;FIN;IND;PL;PRS;V GEN;N;SG AT+ABL;N;PSS3;SG ADV CONJ 3;ACT;FIN;IND;PL;PRS;V ACT;NOM;PL;V;V.PTCP GEN;PRO;SG _
ota jokin omena .	ottaa jokin omena .	2;ACT;FIN;IMP;SG;V DET;NOM;SG N;NOM;SG _
mix teidän kaikki keikat on k-18 !?!??	miksi te kaikki keikka olla k-18 !?!??	ADV 2;DET;GEN;PL DET;NOM N;NOM;PL 3;ACT;FIN;IND;PRS;SG;V PART _
minulla on sentään sinut	minä olla sentään sinä	1;AT+ESS;PRO;SG 3;ACT;FIN;IND;PRS;SG;V PART 2;ACC;PRO;SG
yhdessä laatikossa oli merkinantolippuja .	yksi laatikko olla merkinantolippu .	IN+ESS;NUM;SG IN+ESS;N;SG 3;ACT;FIN;IND;PST;SG;V N;PL;PRT _
metsät ovat pahemmassa vaarassa kuin muut ekosysteemit .	metsä olla paha vaara kuin muu ekosysteemi .	N;NOM;PL 3;ACT;FIN;IND;PL;PRS;V ADJ;CMPR;IN+ESS;SG IN+ESS;N;SG CONJ DET;NOM;PL N;NOM;PL _
ketä näyttelijää ja mitä elokuvaroolia olet katsellut sillä mielellä , että olisit halunnut näytellä sen itse ?	kuka näyttelijä ja mikä elokuvarooli olla katsella se mieli , että olla haluta näytellä se itse ?	DET;PRT;SG N;PRT;SG CONJ DET;PRT N;PRT;SG 2;ACT;FIN;IND;PRS;SG;V ACT;NOM;SG;V;V.PTCP AT+ESS;DET;SG AT+ESS;N;SG _ CONJ 2;ACT;COND;FIN;SG;V ACT;NOM;SG;V;V.PTCP ACT;NFIN;V GEN;PRO;SG ADV _
viron vienti saksaan	viro vienti saksa	GEN;PROPN;SG N;NOM;SG IN+ALL;PROPN;SG
lentävä suomalaisemme toimi tosin vain elokuvan tuottajana .	lentää suomalainen toimia tosin vain elokuva tuottaja .	ACT;NOM;SG;V;V.PTCP ADJ;NOM;PSS1P;SG 3;ACT;FIN;IND;PST;SG;V PART PART GEN;N;SG FRML;N;SG _
että varsinkin nuorilla maataloustuottajilla usko horjuu .	että varsinkin nuori maataloustuottaja usko horjua .	CONJ PART ADJ;AT+ESS;PL AT+ESS;N;PL N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V _
kalevi wiik esitteli omaa näkemystään , jonka mukaan pohjois-eurooppa olisi jo jääkauden jälkeen ( alkaen n. 8000 ekr ) ollut jakautuneena kahteen kieli- ja kulttuurivyöhykkeeseen .	kalevi wiik esitellä oma näkemys , joka mukaan pohjois-eurooppa olla jo jääkausi jälkeen ( alkaa n. 8000 ekr ) olla jakautua kaksi kieli- ja kulttuurivyöhyke .	NOM;PROPN;SG NOM;PROPN;SG 3;ACT;FIN;IND;PST;SG;V ADJ;PRT;SG N;PRT;PSS3;SG _ GEN;PRO;SG ADP NOM;PROPN;SG 3;ACT;COND;FIN;SG;V PART GEN;N;SG ADP _ ACT;INS;NFIN;V PART NUM PART _ ACT;NOM;SG;V;V.PTCP ACT;FRML;SG;V;V.PTCP IN+ALL;NUM;SG _ CONJ IN+ALL;N;SG _
olin komiteassa ainoa ei-musiikki-ihminen .	olla komitea ainoa ei-musiikki-ihminen .	1;ACT;FIN;IND;PST;SG;V IN+ESS;N;SG ADJ;NOM;SG N;NOM;SG _
välistä tuntui että onhan sitä muutakin elämää kuin projekti , mutta silti selvittiin hyvin .	välistä tuntua että olla sitä muu elämä kuin projekti , mutta silti selvitä hyvin .	ADV 3;ACT;FIN;IND;PST;SG;V CONJ 3;ACT;FIN;IND;PRS;SG;V PART DET;PRT;SG N;PRT;SG CONJ N;NOM;SG _ CONJ PART FIN;IND;PASS;PST;V ADV _
vaikka olisi valmistuttu samoista yliopistoista yhtä hyvin arvosanoin , vievät miehet parhaat paikat päältä ja naiset saavat mitä jää jäljelle .	vaikka olla valmistua sama yliopisto yhtä hyvin arvosana , viedä mies paras paikka päältä ja nainen saada mikä jäädä jäljelle .	CONJ 3;ACT;COND;FIN;SG;V NOM;PASS;SG;V;V.PTCP DET;IN+ABL;PL IN+ABL;N;PL ADV ADV INS;N;PL _ 3;ACT;FIN;IND;PL;PRS;V N;NOM;PL ADJ;NOM;PL;RL N;NOM;PL ADV CONJ N;NOM;PL 3;ACT;FIN;IND;PL;PRS;V PRO;PRT 3;ACT;FIN;IND;PRS;SG;V ADV _
mielenosoituskulkue etenee tasaisen hitaasti pitkin katua .	mielenosoituskulkue edetä tasainen hitaasti pitkin katu .	N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V ADJ;GEN;SG ADV ADP N;PRT;SG _
väärin lapsia kohtaan	väärin lapsi kohtaan	ADV N;PL;PRT ADP
tai jos multa joku kysyy niinku jotain , katuuki vallilasta ni se o ihav varma ett en mä tiedäs sitä ,	tai jos minä joku kysyä niinkuin jokin , katu vallila niin se olla ihan varma että ei minä tietää se ,	CONJ CONJ 1;AT+ABL;PRO;SG NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V PART DET;PRT;SG _ N;PRT;SG IN+ABL;PROPN;SG PART NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V PART ADJ;NOM;SG CONJ 1;ACT;FIN;NEG;SG;V 1;NOM;PRO;SG ACT;FIN;IND;PRS;V PRO;PRT;SG _
ruokalista ei saa olla liian hieno , mutta ei myöskään liian vaatimaton .	ruokalista ei saada olla liian hieno , mutta ei myös liian vaatimaton .	N;NOM;SG 3;ACT;FIN;NEG;SG;V ACT;FIN;IND;PRS;V ACT;NFIN;V ADV ADJ;NOM;SG _ CONJ 3;ACT;FIN;NEG;SG;V PART ADV ADJ;NOM;SG _
yhdistyneitä kansakuntia tarvitaan , jotta rauha säilyisi maailmassa .	yhdistyneet kansakunnat tarvita , jotta rauha säilyä maailma .	PL;PROPN;PRT PL;PROPN;PRT FIN;IND;PASS;PRS;V _ CONJ N;NOM;SG 3;ACT;COND;FIN;SG;V IN+ESS;N;SG _
abdi sanoi että hän voi kantaa takahuoneesta pöydän ja pari tuolia jalkakäytävälle jos olut viedään itse .	abdi sanoa että hän voida kantaa takahuone pöytä ja pari tuoli jalkakäytävä jos olut viedä itse .	NOM;PROPN;SG 3;ACT;FIN;IND;PST;SG;V CONJ 3;NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V ACT;NFIN;V IN+ABL;N;SG GEN;N;SG CONJ NOM;NUM;SG N;PRT;SG AT+ALL;N;SG CONJ N;NOM;SG FIN;IND;PASS;PRS;V ADV _
ajajan veressä näytti olevan alkoholia .	ajaja veri näyttää olla alkoholi .	GEN;N;SG IN+ESS;N;SG 3;ACT;FIN;IND;PST;SG;V ACT;GEN;SG;V;V.PTCP N;PRT;SG _
suomi saattaa ensi vuonna hyvinkin olla se pohjoismaa , jossa inflaatiovauhti on korkein .	suomi saattaa ensi vuosi hyvin olla se pohjoismaa , joka inflaatiovauhti olla korkea .	NOM;PROPN;SG 3;ACT;FIN;IND;PRS;SG;V ADJ FRML;N;SG ADV ACT;NFIN;V DET;NOM;SG NOM;PROPN;SG _ IN+ESS;PRO;SG N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V ADJ;NOM;RL;SG _
virallisella vierailulla	virallinen vierailu	ADJ;AT+ESS;SG AT+ESS;N;SG
herrat ovat nyt hyvät ja aloittavat vain keskustelun .	herra olla nyt hyvä ja aloittaa vain keskustelu .	N;NOM;PL 3;ACT;FIN;IND;PL;PRS;V ADV ADJ;NOM;PL CONJ 3;ACT;FIN;IND;PL;PRS;V PART GEN;N;SG _
muodostui kolme ryhmää .	muodostua kolme ryhmä .	3;ACT;FIN;IND;PST;SG;V NOM;NUM;SG N;PRT;SG _
hän lähtee kauas	hän lähteä kauas	3;NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V ADV
annetaanko koneiden jyskyttää puoliteholla kunnes teknikko on lennätetty paikalle ?	antaa kone jyskyttää puoliteho kunnes teknikko olla lennättää paikalle ?	FIN;IND;PASS;PRS;V GEN;N;PL ACT;NFIN;V AT+ESS;N;SG CONJ N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V NOM;PASS;SG;V;V.PTCP ADV _
aiemmin päätoimisesti opiskelleen henkilön opiskelu katsotaan päätoimiseksi siihen asti , kun hän on päättänyt opintonsa tai todistettavasti keskeyttänyt ne .	aiemmin päätoimisesti opiskella henkilö opiskelu katsoa päätoiminen se asti , kun hän olla päättää opinto tai todistettavasti keskeyttää ne .	ADV;CMPR ADV ACT;GEN;SG;V;V.PTCP GEN;N;SG N;NOM;SG FIN;IND;PASS;PRS;V ADJ;SG;TRANS IN+ALL;PRO;SG ADP _ CONJ 3;NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V ACT;NOM;SG;V;V.PTCP N;NOM;PL;PSS3 CONJ ADV ACT;NOM;SG;V;V.PTCP NOM;PL;PRO _
virkailija tarkisti miehen henkilöllisyyden , mutta uskoi tämän liikkuvan oikean omistajan asialla ja antoi tälle uuden rekisteriotteen .	virkailija tarkistaa mies henkilöllisyys , mutta uskoa tämä liikkua oikea omistaja asia ja antaa tämä uusi rekisteriote .	N;NOM;SG 3;ACT;FIN;IND;PST;SG;V GEN;N;SG GEN;N;SG _ CONJ 3;ACT;FIN;IND;PST;SG;V GEN;PRO;SG ACT;GEN;SG;V;V.PTCP ADJ;GEN;SG GEN;N;SG AT+ESS;N;SG CONJ 3;ACT;FIN;IND;PST;SG;V AT+ALL;PRO;SG ADJ;GEN;SG GEN;N;SG _
asukkaat voisivat myös parantaa tapojaan .	asukas voida myös parantaa tapa .	N;NOM;PL 3;ACT;COND;FIN;PL;V PART ACT;NFIN;V N;PL;PRT;PSS3 _
helvetti että toinen lupaa että me tullaan silloin ja silloin ja toinen taas peruu sen .	helvetti että toinen luvata että me tulla silloin ja silloin ja toinen taas perua se .	N;NOM;SG CONJ NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V CONJ 1;NOM;PL;PRO FIN;IND;PASS;PRS;V ADV CONJ ADV CONJ NOM;PRO;SG ADV 3;ACT;FIN;IND;PRS;SG;V GEN;PRO;SG _
ooksää nähny sen tanssii susien kanssa ?	olla nähdä se tanssia susi kanssa ?	2;ACT;FIN;IND;PRS;SG;V ACT;NOM;SG;V;V.PTCP DET;GEN;SG 3;ACT;FIN;IND;PRS;SG;V GEN;N;PL ADP _
nykyisin hän lentää aina muutaman viikon väliajoin bostonista tokioon kahdeksi viikoksi johtamaan nuorta new japan philharmonic orchestraa ja lisäksi johtaa aika ajoin euroopassa .	nykyisin hän lentää aina muutama viikko väliajo boston tokio kaksi viikko johtaa nuori new japan philharmonic orchestra ja lisäksi johtaa aika aika eurooppa .	ADV 3;NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V ADV DET;GEN;SG GEN;N;SG INS;N;PL IN+ABL;PROPN;SG IN+ALL;PROPN;SG NUM;SG;TRANS N;SG;TRANS ACT;IN+ALL;NFIN;V ADJ;PRT;SG _ NOM;PROPN;SG _ _ CONJ ADV 3;ACT;FIN;IND;PRS;SG;V N;NOM;SG INS;N;PL IN+ESS;PROPN;SG _
vitut mä siitä .	vitut minä se .	INTJ 1;NOM;PRO;SG IN+ABL;PRO;SG _
koko kansan elokuvan tekemisen ei kai pitäisi tarkoittaa tällaista yleisön huomiokyvyn aliarvioimista .	koko kansa elokuva tekeminen ei kai pitää tarkoittaa tällainen yleisö huomiokyky aliarvioiminen .	ADJ GEN;N;SG GEN;N;SG GEN;N;SG 3;ACT;FIN;NEG;SG;V PART ACT;COND;FIN;V ACT;NFIN;V DET;PRT;SG GEN;N;SG GEN;N;SG N;PRT;SG _
ryhmällä on tarkoitus tehdä ehdotus .	ryhmä olla tarkoitus tehdä ehdotus .	AT+ESS;N;SG 3;ACT;FIN;IND;PRS;SG;V N;NOM;SG ACT;NFIN;V N;NOM;SG _
aivan yhtä paljon heidän hermoilleen käy se , kun meillä menee hyvin .	aivan yhtä paljon he hermo käydä se , kun me mennä hyvin .	PART ADV ADV 3;DET;GEN;PL AT+ALL;N;PL;PSS3 2;ACT;FIN;IMP;SG;V NOM;PRO;SG _ CONJ 1;AT+ESS;PL;PRO 3;ACT;FIN;IND;PRS;SG;V ADV _
niidenkin talvien keskiarvot yltivät vain 9,5 pakkasasteen paikkeille .	ne talvi keskiarvo yltää vain 9,5 pakkasaste paikkeille .	DET;GEN;PL GEN;N;PL N;NOM;PL 3;ACT;FIN;IND;PL;PST;V PART NUM GEN;N;SG ADP _
jotkut esimiesasemassa olevat katsovat esimerkiksi , että voimat pitää keskittää vain perinteiseen poliisintyöhön .	joku esimiesasema olla katsoa esimerkiksi , että voima pitää keskittää vain perinteinen poliisintyö .	DET;NOM;PL IN+ESS;N;SG ACT;NOM;PL;V;V.PTCP 3;ACT;FIN;IND;PL;PRS;V ADV _ CONJ N;NOM;PL 3;ACT;FIN;IND;PRS;SG;V ACT;NFIN;V PART ADJ;IN+ALL;SG IN+ALL;N;SG _
käteisellä hän maksaa .	käteinen hän maksaa .	AT+ESS;N;SG 3;NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V _
nyt ovat kalusteet osoittautuneet susiksi .	nyt olla kaluste osoittautua susi .	ADV 3;ACT;FIN;IND;PL;PRS;V N;NOM;PL ACT;NOM;PL;V;V.PTCP N;PL;TRANS _
kolme miestä jäivät kiinni	kolme mies jäädä kiinni	NOM;NUM;SG N;PRT;SG 3;ACT;FIN;IND;PL;PST;V ADV
ommoo mehteesäkkäät talolliset soanneet hakatak .	oma metsä talollinen saada hakata .	ADJ;PRT;SG N;PRT;PSS3;SG N;NOM;PL ACT;NOM;PL;V;V.PTCP ACT;NFIN;V _
vuonna 1992 tehtiin keuruulla 1573 rikosta ; viime vuonna luku laski 1330:een .	vuosi 1992 tehdä keuruu 1573 rikos ; viime vuosi luku laskea 1330 .	FRML;N;SG NUM FIN;IND;PASS;PST;V AT+ESS;PROPN;SG NUM N;PRT;SG _ ADJ FRML;N;SG N;NOM;SG 3;ACT;FIN;IND;PST;SG;V IN+ALL;NUM;SG _
rompun pitäisikin yhdistää klassikkoteksti arvoiseensa tutkijaan tai toteuttajaan .	romppu pitää yhdistää klassikkoteksti arvoinen tutkija tai toteuttaja .	GEN;N;SG 3;ACT;COND;FIN;SG;V ACT;NFIN;V N;NOM;SG ADJ;IN+ALL;PSS3;SG IN+ALL;N;SG CONJ IN+ALL;N;SG _
työntää kuula yli rajan	työntää kuula yli raja	ACT;NFIN;V N;NOM;SG ADP GEN;N;SG
ongelmallisena suomalaispankit pitävät myös sitä , että valmistautumisen pitäisi olla täydessä vauhdissa jo ensi vuoden alussa , mutta päätökset tehdään vasta myöhemmin .	ongelmallinen suomalaispankki pitää myös se , että valmistautuminen pitää olla täysi vauhti jo ensi vuosi alussa , mutta päätös tehdä vasta myöhemmin .	ADJ;FRML;SG N;NOM;PL 3;ACT;FIN;IND;PL;PRS;V PART PRO;PRT;SG _ CONJ GEN;N;SG 3;ACT;COND;FIN;SG;V ACT;NFIN;V ADJ;IN+ESS;SG IN+ESS;N;SG PART ADJ GEN;N;SG ADP _ CONJ N;NOM;PL FIN;IND;PASS;PRS;V PART ADV;CMPR _
tämä viittaa siihen , että nano-bakteeri ei ole harmiton .	tämä viitata se , että nano-bakteeri ei olla harmiton .	NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V IN+ALL;PRO;SG _ CONJ N;NOM;SG 3;ACT;FIN;NEG;SG;V ACT;FIN;IND;PRS;V ADJ;NOM;SG _
saisimmeko hiukan korvausta surkeasta viime syksystä ?	saada hiukan korvaus surkea viime syksy ?	1;ACT;COND;FIN;PL;V ADV N;PRT;SG ADJ;IN+ABL;SG ADJ IN+ABL;N;SG _
haluttiin selvittää miltä ajalta ja minkä arvoisia muinaisjäännöksiä vanhankirkon maaperässä on .	haluta selvittää mikä aika ja mikä arvoinen muinaisjäännös vanhakirkko maaperä olla .	FIN;IND;PASS;PST;V ACT;NFIN;V AT+ABL;DET AT+ABL;N;SG CONJ DET;GEN ADJ;PL;PRT N;PL;PRT GEN;PROPN;SG IN+ESS;N;SG 3;ACT;FIN;IND;PRS;SG;V _
- enköhän minä tämän viimeisenkin viikon jaksa , hän naurahtaa .	- ei minä tämä viimeinen viikko jaksaa , hän naurahtaa .	_ 1;ACT;FIN;NEG;SG;V 1;NOM;PRO;SG DET;GEN;SG ADJ;GEN;SG GEN;N;SG ACT;FIN;IND;PRS;V _ 3;NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V _
katkeruus tulee varmasti voimistumaan , jos tai kun eroamme .	katkeruus tulla varmasti voimistua , jos tai kun erota .	N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V ADV ACT;IN+ALL;NFIN;V _ CONJ CONJ CONJ 1;ACT;FIN;IND;PL;PRS;V _
minä tiedän , mitä pian tapahtuu	minä tietää , mikä pian tapahtua	1;NOM;PRO;SG 1;ACT;FIN;IND;PRS;SG;V _ PRO;PRT ADV 3;ACT;FIN;IND;PRS;SG;V
etkö sinä ole vielä valmis ?	ei sinä olla vielä valmis ?	2;ACT;FIN;NEG;SG;V 2;NOM;PRO;SG ACT;FIN;IND;PRS;V PART ADJ;NOM;SG _
meidän tässä pitäisi olla juovuksissa eikä sinun .	me tässä pitää olla juovuksissa ei sinä .	1;GEN;PL;PRO ADV 3;ACT;COND;FIN;SG;V ACT;NFIN;V ADV 3;ACT;FIN;NEG;SG;V 2;GEN;PRO;SG _
eiks oo serlaa ?	ei olla serla ?	3;ACT;FIN;NEG;SG;V ACT;FIN;IND;PRS;V N;PRT;SG _
suomalaisen lasten ja nuorisopsykiatrian erikoislääkäri sanoo lausunnossaan , ett ei lasten palauttamiselle ruotsiin ole inhimillisiä eikä mielenterveydellisiä perusteita , vaikka siihen juridisia perusteita ilmeisesti onkin .	suomalainen lapsi ja nuorisopsykiatria erikoislääkäri sanoa lausunto , että ei lapsi palauttaminen ruotsi olla inhimillinen ei mielenterveydellinen peruste , vaikka se juridinen peruste ilmeisesti olla .	ADJ;GEN;SG GEN;N;PL CONJ GEN;N;SG N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V IN+ESS;N;PSS3;SG _ CONJ 3;ACT;FIN;NEG;SG;V GEN;N;PL AT+ALL;N;SG IN+ALL;PROPN;SG 2;ACT;FIN;IMP;SG;V ADJ;PL;PRT 3;ACT;FIN;NEG;SG;V ADJ;PL;PRT N;PL;PRT _ CONJ IN+ALL;PRO;SG ADJ;PL;PRT N;PL;PRT ADV 3;ACT;FIN;IND;PRS;SG;V _
emmekä ole muuallekaan menneet .	ei olla muualle mennä .	1;ACT;FIN;NEG;PL;V ACT;FIN;IND;PRS;V ADV ACT;NOM;PL;V;V.PTCP _
jätin pesukoneen kylpyhuoneeseen pauhaamaan ja lähdin kirjoittamaan .	jättää pesukone kylpyhuone pauhata ja lähteä kirjoittaa .	1;ACT;FIN;IND;PST;SG;V GEN;N;SG IN+ALL;N;SG ACT;IN+ALL;NFIN;V CONJ 1;ACT;FIN;IND;PST;SG;V ACT;IN+ALL;NFIN;V _
minkälainen se kevät olikaan mahtanut olla säiden kannalta ?	minkälainen se kevät olla mahtaa olla sää kannalta ?	ADJ;NOM;SG DET;NOM;SG N;NOM;SG 3;ACT;FIN;IND;PST;SG;V ACT;NOM;SG;V;V.PTCP ACT;NFIN;V GEN;N;PL ADP _
mul oli hirvee kiire sinne niille yksille kursseille	minä olla hirveä kiire sinne ne yksi kurssi	1;AT+ESS;PRO;SG 3;ACT;FIN;IND;PST;SG;V ADJ;NOM;SG N;NOM;SG ADV AT+ALL;DET;PL AT+ALL;NUM;PL AT+ALL;N;PL
kuvatkaamme tätä esimerkkikaaviolla , joka on ylösalaisin käännetty puurakenne .	kuvata tämä esimerkkikaavio , joka olla ylösalaisin kääntää puurakenne .	1;ACT;FIN;IMP;PL;V PRO;PRT;SG AT+ESS;N;SG _ NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V ADV NOM;PASS;SG;V;V.PTCP N;NOM;SG _
kyllä he tänne osaavat .	kyllä he tänne osata .	PART 3;NOM;PL;PRO ADV 3;ACT;FIN;IND;PL;PRS;V _
hän lähtee rovaniemelle	hän lähteä rovaniemi	3;NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V AT+ALL;PROPN;SG
yritteliäälle ja voimakkaalle pallo-pojille	yritteliäs ja voimakas pallo-poika	ADJ;AT+ALL;SG CONJ ADJ;AT+ALL;SG AT+ALL;PL;PROPN
kovin kovin vaikeaa	kovin kovin vaikea	PART PART ADJ;PRT;SG
ja tästä seuraa helposti , että katsoja on se , joka menee riman alta uskollisena taiteen pyhäinjäännöksille .	ja tämä seurata helposti , että katsoja olla se , joka mennä rima alta uskollinen taide pyhäinjäännös .	CONJ IN+ABL;PRO;SG 3;ACT;FIN;IND;PRS;SG;V ADV _ CONJ N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V NOM;PRO;SG _ NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V GEN;N;SG ADP ADJ;FRML;SG GEN;N;SG AT+ALL;N;PL _
moneen suuntaan aktiivinen	moni suunta aktiivinen	DET;IN+ALL;SG IN+ALL;N;SG ADJ;NOM;SG
