հիմա , իհարկե , շատ ավելին գիտենք ։	հիմա , իհարկե , շատ ավելի գիտենալ ։	ADV _ PART _ ADJ DEF;N;NHUM;NOM;SG 1;ACT;FIN;IND;IPFV;PL;POS;PRS;V _
մեր շարժումն առաջնորդում էին մաթեմատիկոսներ , պատմաբաններ , գրողներ , բանասերներ , ֆիզիկոսներ , որոնք կոչ էին անում ցուցարարներին մաքուր պահել օպերայի տարածքը , հնարավորություն տալ շտապօգնության մեքենաներին անխոչընդոտ մոտենալ դրա կարիքն ունեցողներին , իսկ երթերի ժամանակ հրահանգվում էր դադարեցնել վանկարկումներն ու անձայն քայլել այն փողոցներով , որտեղ հիվանդանոցներ կան , որ հանկարծ չխանգարենք հիվանդների հանգիստը :	մենք շարժում առաջնորդել եմ մաթեմատիկոս , պատմաբան , գրող , բանասեր , ֆիզիկոս , որ կոչ եմ անել ցուցարար մաքուր պահել օպերա տարածք , հնարավորություն տալ շտապօգնություն մեքենա անխոչընդոտ մոտենալ դա կարիք ունեցող , իսկ երթ ժամանակ հրահանգել եմ դադարել վանկարկում ու անձայն քայլել այն փողոց , որտեղ հիվանդանոց կամ , որ հանկարծ խանգարել հիվանդ հանգիստ :	1;DET;GEN;PL DEF;N;NHUM;NOM;SG ACT;IPFV;V;V.PTCP 3;FIN;IND;IPFV;PL;POS;V HUM;INDF;N;NOM;PL _ HUM;INDF;N;NOM;PL _ HUM;INDF;N;NOM;PL _ HUM;INDF;N;NOM;PL _ HUM;INDF;N;NOM;PL _ NOM;PL;PRO INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;PL;POS;V ACT;IPFV;V;V.PTCP DAT;DEF;HUM;N;PL ADJ ACT;NFIN;POS;V DAT;INDF;N;NHUM;SG DEF;N;NHUM;NOM;SG _ INDF;N;NHUM;NOM;SG ACT;NFIN;POS;V DAT;INDF;N;NHUM;SG DAT;DEF;N;NHUM;PL ADV MID;NFIN;POS;V DET;GEN;SG DEF;N;NHUM;NOM;SG DAT;DEF;N;NHUM;PL _ CONJ DAT;INDF;N;NHUM;PL INDF;N;NHUM;NOM;SG IPFV;PASS;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V ACT;NFIN;POS;V DEF;N;NHUM;NOM;PL CONJ ADJ MID;NFIN;POS;V DET INDF;INS;N;NHUM;PL _ ADV INDF;N;NHUM;NOM;PL 3;FIN;IND;IPFV;MID;PL;POS;PRS;V _ CONJ ADV 1;ACT;FIN;NEG;PL;PROSP;PRS;SBJV;V DAT;HUM;INDF;N;PL DEF;N;NHUM;NOM;SG _
ծանոթ է , հեշտ է , ուղղված է այնպիսի զգացմունքներ հարուցելուն , որոնք բազմիցս ու զանգվածաբար նույն եղանակներով ի հայտ են բերվել , ուրիշների կողմից ։	ծանոթ եմ , հեշտ եմ , ուղղել եմ այնպիսի զգացմունք հարուցել , որ բազմիցս ու զանգվածաբար նույն եղանակ ի հայտ եմ բերել , ուրիշ կողմից ։	ADJ 3;FIN;IND;IPFV;POS;PRS;SG;V _ ADJ 3;FIN;IND;IPFV;POS;PRS;SG;V _ PASS;PFV;POS;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V DET INDF;N;NHUM;NOM;PL ACT;DAT;DEF;POS;V;V.CVB _ NOM;PL;PRO ADV CONJ ADV DET INDF;INS;N;NHUM;PL ADP INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;PL;POS;PRS;V PASS;PFV;V;V.PTCP _ DAT;INDF;PL;PRO ADP _
2018 թվականին զլատկո դալիչը , ով կարիերան սկսել է աշխատելով որպես բլաժևիչի օգնական , նիգերիայի հետ առաջին տուրի խաղի վերջին րոպեներին միլանի հարձակվող նիկոլա կալինիչին ուղարկեց մարզվելու , սակայն մերժում ստացավ վերջինիս կողմից :	2018 թվական զլատկո դալիչ , ով կարիերա սկսել եմ աշխատել որպես բլաժևիչ օգնական , նիգերիա հետ առաջին տուր խաղ վերջին րոպե միլան հարձակվող նիկոլա կալինիչ ուղարկել մարզվել , սակայն մերժում ստանալ վերջին կողմից :	NUM DAT;DEF;N;NHUM;SG HUM;INDF;NOM;PROPN;SG DEF;HUM;NOM;PROPN;SG _ NOM;PRO;SG DEF;N;NHUM;NOM;SG ACT;PFV;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V INDF;INS;MID;POS;V;V.CVB ADP DAT;HUM;INDF;PROPN;SG HUM;INDF;N;NOM;SG _ DAT;INDF;NHUM;PROPN;SG ADP ADJ DAT;INDF;N;NHUM;SG DAT;INDF;N;NHUM;SG ADJ DAT;DEF;N;NHUM;PL DAT;INDF;NHUM;PROPN;SG HUM;INDF;N;NOM;SG HUM;INDF;NOM;PROPN;SG DAT;DEF;HUM;PROPN;SG 3;ACT;FIN;IND;PFV;POS;PST;SG;V DAT;INDF;MID;POS;V;V.CVB _ CONJ INDF;N;NHUM;NOM;SG 3;ACT;FIN;IND;PFV;POS;PST;SG;V DAT;N;NHUM;PSSS;SG ADP _
նա իր ծառերի մոտ էր իջնում առանց ակնոցի և իր ծառերի տակ կանգնած , ինչպես միշտ կարծես շուրջը չնայելով , ինչպես միշտ տեսավ ամենակարևորը ։	նա ինքը ծառ մոտ եմ իջնել առանց ակնոց և ինքը ծառ տակ կանգնել , ինչպես միշտ կարծել շուրջը նայել , ինչպես միշտ տեսնել ամենակարևոր ։	3;NOM;PRO;SG 3;DET;GEN;REFL;SG DAT;INDF;N;NHUM;PL ADP;NOM 3;FIN;IND;IPFV;POS;SG;V IPFV;MID;V;V.PTCP ADP DAT;INDF;N;NHUM;SG CONJ 3;DET;GEN;REFL;SG DAT;INDF;N;NHUM;PL ADP;NOM MID;PFV;POS;V;V.PTCP _ CONJ ADV 2;ACT;FIN;POS;PROSP;PRS;SBJV;SG;V DEF;N;NHUM;NOM INDF;INS;MID;NEG;V;V.CVB _ CONJ ADV 3;ACT;FIN;IND;PFV;POS;PST;SG;V DEF;N;NHUM;NOM;SG _
կառավարությունն էլ որպես փոխզիջում որոշեց , որ կուտակային կենսաթոշակային համակարգը պարտադիր է լինելու պետական կառույցների աշխատակիցների համար , իսկ մասնավորների դեպքում օրենքի կիրառումը հետաձգեց :	կառավարություն էլ որպես փոխզիջում որոշել , որ կուտակային կենսաթոշակային համակարգ պարտադիր եմ լինել պետական կառույց աշխատակից համար , իսկ մասնավոր դեպք օրենք կիրառում հետաձգել :	DEF;N;NHUM;NOM;SG PART ADP INDF;N;NHUM;NOM;SG 3;ACT;FIN;IND;PFV;POS;PST;SG;V _ CONJ ADJ ADJ DEF;N;NHUM;NOM;SG ADJ 3;FIN;IND;IPFV;POS;PRS;SG;V PROSP;V;V.PTCP ADJ DAT;INDF;N;NHUM;PL DAT;HUM;INDF;N;PL ADP _ CONJ DAT;INDF;N;NHUM;PL ESS;INDF;N;NHUM;SG DAT;INDF;N;NHUM;SG DEF;N;NHUM;NOM;SG 3;ACT;FIN;IND;PFV;POS;PST;SG;V _
ինչ - որ բանը , որ մեզ ստիպում էր այդպես զգալ , որ պիտի ստիպեր այդպես մտածել և նրանց առաջին անգամ տեսնողին , ինչ - որ բանը մեր մեջ չէր , այլ նրանց ։	ինչ - որ բան , որ մենք ստիպել եմ այդպես զգալ , որ պիտի ստիպել այդպես մտածել և նա առաջին անգամ տեսնող , ինչ - որ բան մենք մեջ եմ , այլ նա ։	DET _ PART DEF;N;NHUM;NOM;SG _ CONJ 1;DAT;PL;PRO ACT;IPFV;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V ADV ACT;NFIN;POS;V _ CONJ PART;POS 3;ACT;FIN;IPFV;POS;PROSP;SBJV;SG;V ADV ACT;NFIN;POS;V CONJ 3;DAT;PL;PRO ADJ INDF;N;NHUM;NOM;SG DAT;DEF;HUM;N;SG _ DET _ PART DEF;N;NHUM;NOM;SG 1;GEN;PL;PRO ADP;NOM 3;FIN;IND;IPFV;NEG;SG;V _ CONJ 3;DAT;PL;PRO _
թռչում էր պատերազմների վրայով , դավաճանության ու կոտորածների վրայով , արյուն կուլ տալով ու անեծք արտաշնչելով , ամոթից մեռնելու փոխարեն հպարտանալով , ճյուղից ճյուղ թռչելով , չքավորի ուսերին արքայական թիկնոց գցելով , հասցնում էր արմատին ։	թռչել եմ պատերազմ վրա , դավաճանություն ու կոտորած վրա , արյուն կուլ տալ ու անեծք արտաշնչել , ամոթ մեռնել փոխարեն հպարտանալ , ճյուղ ճյուղ թռչել , չքավոր ուս արքայական թիկնոց գցել , հասնել եմ արմատ ։	IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V DAT;INDF;N;NHUM;PL ADP;INS _ DAT;INDF;N;NHUM;SG CONJ DAT;INDF;N;NHUM;PL ADP;INS _ INDF;N;NHUM;NOM;SG INDF;N;NHUM;NOM;SG ACT;INDF;INS;POS;V;V.CVB CONJ INDF;N;NHUM;NOM;SG ACT;INDF;INS;POS;V;V.CVB _ AT+ABL;INDF;N;NHUM;SG DAT;INDF;MID;POS;V;V.CVB ADP INDF;INS;MID;POS;V;V.CVB _ AT+ABL;INDF;N;NHUM;SG INDF;N;NHUM;NOM;SG INDF;INS;MID;POS;V;V.CVB _ DAT;HUM;INDF;N;SG DAT;DEF;N;NHUM;PL ADJ INDF;N;NHUM;NOM;SG ACT;INDF;INS;POS;V;V.CVB _ ACT;IPFV;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V DAT;DEF;N;NHUM;SG _
օրինակ , 2008-2012 թթ . , ինչքան էլ կար իշխանություն - ընդդիմություն սուր հակասություն ՝ հագեցած բավականին ծանր ու երկուստեք ագրեսիվ հռետորաբանությամբ , բայց քաղաքական դաշտում վակուում չկար ՝ հակ-ն այդ վակուումը լցնում էր ու տրանսֆորմացնում էր երկրում առկա ընդդիմադիր տրամադրությունները :	օրինակ , 2008-2012 թվական . , ինչքան էլ կամ իշխանություն - ընդդիմություն սուր հակասություն ՝ հագենալ բավականին ծանր ու երկուստեք ագրեսիվ հռետորաբանություն , բայց քաղաքական դաշտ վակուում կամ ՝ հակ այդ վակուում լցնել եմ ու տրանսֆորմացնել եմ երկիր առկա ընդդիմադիր տրամադրություն :	INDF;N;NHUM;NOM;SG _ NUM INDF;N;NHUM;NOM;PL _ _ ADV PART 3;FIN;IND;IPFV;MID;POS;SG;V INDF;N;NHUM;NOM;SG _ INDF;N;NHUM;NOM;SG ADJ INDF;N;NHUM;NOM;SG _ MID;PFV;POS;V;V.PTCP ADV ADJ CONJ ADV ADJ INDF;INS;N;NHUM;SG _ CONJ ADJ ESS;INDF;N;NHUM;SG INDF;N;NHUM;NOM 3;FIN;IND;IPFV;MID;NEG;SG;V _ DEF;NHUM;NOM;PROPN;SG DET DEF;N;NHUM;NOM ACT;IPFV;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V CONJ ACT;IPFV;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V ESS;INDF;N;NHUM;SG ADJ ADJ DEF;N;NHUM;NOM;PL _
սիմեոնը կատաղությունից կապտել էր , պաշարման օրերին ապրած տագնապը , կրած անհաջողություններից ծնված զայրույթը լեռնացել էր դավաճան ծառայի դեմ :	սիմեոն կատաղություն կապտել եմ , պաշարում օր ապրել տագնապ , կրել անհաջողություն ծնել զայրույթ լեռնանալ եմ դավաճան ծառա դեմ :	DEF;HUM;NOM;PROPN;SG AT+ABL;INDF;N;NHUM;SG MID;PFV;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V _ DAT;INDF;N;NHUM;SG DAT;DEF;N;NHUM;PL ACT;PFV;POS;V;V.PTCP DEF;N;NHUM;NOM;SG _ ACT;PFV;POS;V;V.PTCP AT+ABL;INDF;N;NHUM;PL PASS;PFV;POS;V;V.PTCP DEF;N;NHUM;NOM;SG MID;PFV;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V ADJ DAT;HUM;INDF;N;SG ADP _
սպանված տղամարդկանցից մեկին ճանաչողները պատմել են , որ դեպքի նախօրեին գործարարներից մեկը խոշոր գումար է ստացել և պատրաստվում էր գնալ ապրանքի նոր խմբաքանակի հետևից :	սպանել տղամարդ մեկը ճանաչող պատմել եմ , որ դեպք նախօրե գործարար մեկը խոշոր գումար եմ ստանալ և պատրաստվել եմ գնալ ապրանք նոր խմբաքանակ հետև :	PASS;PFV;POS;V;V.PTCP AT+ABL;HUM;INDF;N;PL DAT;PRO DEF;HUM;N;NOM;PL ACT;PFV;POS;V;V.PTCP 3;FIN;IND;IPFV;PL;POS;PRS;V _ CONJ DAT;INDF;N;NHUM;SG DAT;DEF;N;NHUM AT+ABL;HUM;INDF;N;PL NOM;PRO ADJ INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V ACT;PFV;V;V.PTCP CONJ IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V MID;NFIN;POS;V DAT;INDF;N;NHUM;SG ADJ DAT;INDF;N;NHUM;SG AT+ABL;INDF;N;NHUM;SG _
երկարատև պաշարումը նրան վտանգավոր էր թվում , կայսրության փոքրասիական տիրույթները պարբերաբար ասպատակող արաբական հեծելազորն ամեն րոպե կարող էր հայտնվել այդ կողմերում , որոնց դեմ նրա հինգհազարանոց բանակը ոչինչ անել չէր կարող :	երկարատև պաշարում նա վտանգավոր եմ թվալ , կայսրություն փոքրասիական տիրույթ պարբերաբար ասպատակել արաբական հեծելազոր ամեն րոպե կարող եմ հայտնվել այդ կողմ , որ դեմ նա հինգհազարանոց բանակ ոչինչ անել եմ կարող :	ADJ DEF;N;NHUM;NOM;SG 3;DAT;DEF;PRO;SG ADJ 3;FIN;IND;IPFV;POS;SG;V IPFV;MID;V;V.PTCP _ DAT;INDF;N;NHUM;SG ADJ DEF;N;NHUM;NOM;PL ADV ACT;POS;V;V.PTCP ADJ DEF;N;NHUM;NOM;SG DET INDF;N;NHUM;NOM;SG ADJ 3;FIN;IND;IPFV;POS;SG;V MID;NFIN;POS;V DET ESS;INDF;N;NHUM;PL _ DAT;PL;PRO ADP 3;DET;GEN;SG ADJ DEF;N;NHUM;NOM;SG PRO ACT;NFIN;POS;V 3;FIN;IND;IPFV;NEG;SG;V ADJ _
մի անգամ « միոբիուսի ժապավենը » նրան տարավ ինչ - որ դասախոսության ։	մի անգամ « միոբիուս ժապավեն » նա տանել ինչ - որ դասախոսություն ։	DET INDF;N;NHUM;NOM;SG _ DAT;HUM;INDF;PROPN;SG DEF;N;NHUM;NOM;SG _ 3;DAT;DEF;PRO;SG 3;ACT;FIN;IND;PFV;POS;PST;SG;V DET _ PART DAT;INDF;N;NHUM;SG _
բացի հրաձգային զինատեսակներից , ադրբեջանական զինուժը առաջնագծի տարբեր հատվածներում կիրառել է նաև խոշոր տրամաչափի գնդացիրներ և դիպուկահար հրացաններ :	բացի հրաձգային զինատեսակ , ադրբեջանական զինուժ առաջնագիծ տարբեր հատված կիրառել եմ նաև խոշոր տրամաչափ գնդացիր և դիպուկահար հրացան :	ADP ADJ AT+ABL;INDF;N;NHUM;PL _ ADJ DEF;N;NHUM;NOM;SG DAT;INDF;N;NHUM;SG ADJ ESS;INDF;N;NHUM;PL ACT;PFV;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V CONJ ADJ DAT;INDF;N;NHUM;SG INDF;N;NHUM;NOM;PL CONJ ADJ INDF;N;NHUM;NOM;PL _
քանի դեռ քաղաքը պաշարման մեջ էր , այդ ամենը սիմեոնին թվում էր աննշան պատահար , սակայն , երբ ջախջախված արաբները ետ շպրտվեցին , և նա վերադարձավ պալատական խաղաղ կյանքին , սպանված ներսեսը վերակենդանացավ հիշողության մեջ :	քանի դեռ քաղաք պաշարում մեջ եմ , այդ ամենը սիմեոն թվալ եմ աննշան պատահար , սակայն , երբ ջախջախել արաբ ետ շպրտել , և նա վերադառնալ պալատական խաղաղ կյանք , սպանել ներսես վերակենդանանալ հիշողություն մեջ :	ADV ADV DEF;N;NHUM;NOM;SG DAT;INDF;N;NHUM;SG ADP;NOM 3;FIN;IND;IPFV;POS;SG;V _ DET NOM;PRO DAT;DEF;HUM;PROPN;SG IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V ADJ INDF;N;NHUM;NOM;SG _ CONJ _ CONJ PASS;PFV;POS;V;V.PTCP DEF;HUM;N;NOM;PL ADV 3;FIN;IND;PASS;PFV;PL;POS;PST;V _ CONJ 3;NOM;PRO;SG 3;FIN;IND;MID;PFV;POS;PST;SG;V ADJ ADJ DAT;DEF;N;NHUM;SG _ PASS;PFV;POS;V;V.PTCP DEF;HUM;NOM;PROPN;SG 3;FIN;IND;MID;PFV;POS;PST;SG;V DAT;INDF;N;NHUM;SG ADP;NOM _
մենք ՝ խորհրդային կայսրության փլուզման վկաներս ու մասնակիցներս , խորտակվող կայսրությունից պահանջում էինք վերադարձնել մեր երկրի հանդեպ գործած անարդարությունները ։	մենք ՝ խորհրդային կայսրություն փլուզում վկա ու մասնակից , խորտակել կայսրություն պահանջել եմ վերադարձնել մենք երկիր հանդեպ գործել անարդարություն ։	1;NOM;PL;PRO _ ADJ DAT;INDF;N;NHUM;SG DAT;INDF;N;NHUM;SG HUM;N;NOM;PL;PSS1 CONJ HUM;N;NOM;PL;PSS1 _ PASS;POS;V;V.PTCP AT+ABL;INDF;N;NHUM;SG ACT;IPFV;V;V.PTCP 1;FIN;IND;IPFV;PL;POS;V ACT;NFIN;POS;V 1;DET;GEN;PL DAT;INDF;N;NHUM;SG ADP MID;PFV;POS;V;V.PTCP DEF;N;NHUM;NOM;PL _
միջազգային ծանուցումներով կայացվել են 2387 որոշում ապրանքային նշանին իրավական պահպանություն տրամադրելու վերաբերյալ , նախնական մերժման մասին կայացվել է 713 որոշում , իսկ վերջնական մերժման մասին ՝ 514 ։	միջազգային ծանուցում կայանալ եմ 2387 որոշում ապրանքային նշան իրավական պահպանություն տրամադրել վերաբերյալ , նախնական մերժում մասին կայանալ եմ 713 որոշում , իսկ վերջնական մերժում մասին ՝ 514 ։	ADJ INDF;INS;N;NHUM;PL PASS;PFV;V;V.PTCP 3;FIN;IND;IPFV;PL;POS;PRS;V NUM INDF;N;NHUM;NOM;SG ADJ DAT;DEF;N;NHUM;SG ADJ INDF;N;NHUM;NOM;SG ACT;DAT;INDF;POS;V;V.CVB ADP _ ADJ DAT;INDF;N;NHUM;SG ADP PASS;PFV;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V NUM INDF;N;NHUM;NOM;SG _ CONJ ADJ DAT;INDF;N;NHUM;SG ADP _ NUM _
ինչ խմեցրեց , ինչ կերցրեց ՝ ճար չեղավ ... երկու գիշեր էլ երկանք դրին փորին . ողնաշարը ճթճթում , մեջքի ոսկորները փխլվում էին , բայց պտուղը չէր պոկվում ։	ինչ խմել , ինչ ուտել ՝ ճար լինել ... երկու գիշեր էլ երկանք դնել փոր . ողնաշար ճթթալ , մեջք ոսկոր փխլվել եմ , բայց պտուղ եմ պոկվել ։	INDF;NOM;PRO;SG 3;CAUS;FIN;IND;PFV;POS;PST;SG;V _ INDF;NOM;PRO;SG 3;CAUS;FIN;IND;PFV;POS;PST;SG;V _ INDF;N;NHUM;NOM;SG 3;FIN;IND;MID;NEG;PFV;PST;SG;V _ NUM INDF;N;NHUM;NOM;SG ADV INDF;N;NHUM;NOM;SG 3;ACT;FIN;IND;PFV;PL;POS;PST;V DAT;DEF;N;NHUM;SG _ DEF;N;NHUM;NOM;SG MID;V;V.PTCP;{IPFV/ITER} _ DAT;INDF;N;NHUM;SG DEF;N;NHUM;NOM;PL IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;PL;POS;V _ CONJ DEF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;NEG;SG;V IPFV;MID;V;V.PTCP _
բայց հեշտացնելով մեր ճանապարհը ՝ կդժվարացնեինք մեր առաջադրանքի կատարումը :	բայց հեշտացնել մենք ճանապարհ ՝ դժվարանալ մենք առաջադրանք կատարում :	CONJ ACT;INDF;INS;POS;V;V.CVB 1;DET;GEN;PL DEF;N;NHUM;NOM;SG _ 1;ACT;COND;FIN;IPFV;PL;POS;PROSP;V 1;DET;GEN;PL DAT;INDF;N;NHUM;SG DEF;N;NHUM;NOM;SG _
իսկ մենք ՝ խորհրդային երկրի նախկին աշակերտներս ու հիմա ՝ ուսանողներս , կանգնում էինք նրանց դիմաց ու պահանջում հեռանալ մեր քաղաքից :	իսկ մենք ՝ խորհրդային երկիր նախկին աշակերտ ու հիմա ՝ ուսանող , կանգնել եմ նա դիմաց ու պահանջել հեռանալ մենք քաղաք :	CONJ 1;NOM;PL;PRO _ ADJ DAT;INDF;N;NHUM;SG ADJ HUM;N;NOM;PL;PSS1P CONJ ADV _ HUM;N;NOM;PL;PSS1 _ IPFV;MID;V;V.PTCP 1;FIN;IND;IPFV;PL;POS;V 3;DAT;PL;PRO ADP;NOM CONJ ACT;IPFV;V;V.PTCP MID;NFIN;POS;V 1;DET;GEN;PL AT+ABL;INDF;N;NHUM;SG _
պառավաքարում նրանք հյուրընկալվեցին հաշմանդամություն ունեցող բնակչի տանը ։	պառավաքար նա հյուրընկալել հաշմանդամություն ունենալ բնակիչ տուն ։	ESS;INDF;NHUM;PROPN;SG 3;NOM;PL;PRO 3;FIN;IND;PASS;PFV;PL;POS;PST;V INDF;N;NHUM;NOM;SG ACT;POS;V;V.PTCP DAT;HUM;INDF;N;SG DAT;DEF;N;NHUM;SG _
նախքան մյուս տոհմերի բնակություն հաստատելը , նա գյուղի ամենալավ հողատարածությունները վերցրել է իրեն ։	նախքան մյուս տոհմ բնակություն հաստատել , նա գյուղ լավ հողատարածություն վերցնել եմ ինքը ։	ADP DET DAT;HUM;INDF;N;PL INDF;N;NHUM;NOM;SG ACT;DEF;NOM;POS;V;V.CVB _ 3;NOM;PRO;SG DAT;INDF;N;NHUM;SG ADJ;RL DEF;N;NHUM;NOM;PL ACT;PFV;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V 3;DAT;PRO;REFL;SG _
երկուսն էլ զուտ կոմերցիոն ժանրեր են , բնականաբար , առևտրային է նաև դրանց համաձուլվածքը ։	երկուս էլ զուտ կոմերցիոն ժանր եմ , բնականաբար , առևտրային եմ նաև դա համաձուլվածք ։	DEF;N;NHUM;NOM;SG ADV ADV ADJ INDF;N;NHUM;NOM;PL 3;FIN;IND;IPFV;PL;POS;PRS;V _ PART _ ADJ 3;FIN;IND;IPFV;POS;PRS;SG;V CONJ DET;GEN;PL DEF;N;NHUM;NOM;SG _
- այս պայմաններում որը ՞ պետք է լինի հայաստանի անելիքը թե ՛ ռազմական , թե ՛ դիվանագիտական դաշտում :	- այս պայման որ ՞ պետք եմ լինել հայաստան անելիք թե ՛ ռազմական , թե ՛ դիվանագիտական դաշտ :	_ DET ESS;INDF;N;NHUM;PL DEF;NOM;PRO;SG _ PART;POS 3;FIN;IND;IPFV;POS;PRS;SG;V 3;FIN;MID;POS;PROSP;PRS;SBJV;SG;V DAT;INDF;NHUM;PROPN;SG DEF;N;NHUM;NOM;SG CONJ _ ADJ _ CONJ _ ADJ ESS;INDF;N;NHUM;SG _
օրինակ , « դրական սպասումների » ձևավորումը ՝ վարչապետի վրաստան այցը և « լարսին այլընտրանքի » խոստումը , միլիարդների ներդրումների խոստումը , նախարարներին հարյուրավոր հանձնարարականները :	օրինակ , « դրական սպասում » ձևավորում ՝ վարչապետ վրաստան այց և « լարս այլընտրանք » խոստում , միլիարդ ներդրում խոստում , նախարար հարյուրավոր հանձնարարական :	INDF;N;NHUM;NOM;SG _ _ ADJ DAT;INDF;N;NHUM;PL _ DEF;N;NHUM;NOM;SG _ DAT;HUM;INDF;N;SG INDF;NHUM;NOM;PROPN;SG DEF;N;NHUM;NOM;SG CONJ _ DAT;DEF;NHUM;PROPN;SG DAT;INDF;N;NHUM;SG _ DEF;N;NHUM;NOM;SG _ DAT;INDF;N;NHUM;PL DAT;INDF;N;NHUM;PL DEF;N;NHUM;NOM;SG _ DAT;DEF;HUM;N;PL ADJ DEF;N;NHUM;NOM;PL _
ցուցանակի վրա նշված է ՝ « զաբել եսայան . 1878-1943 . հայ կին գրող , մարդու իրավունքների ակտիվիստ » ։	ցուցանակ վրա նշել եմ ՝ « զաբել եսայան . 1878-1943 . հայ կին գրող , մարդ իրավունք ակտիվիստ » ։	DAT;INDF;N;NHUM;SG ADP;NOM PASS;PFV;POS;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V _ _ HUM;INDF;NOM;PROPN;SG HUM;INDF;NOM;PROPN;SG _ NUM _ ADJ HUM;INDF;N;NOM;SG HUM;INDF;N;NOM;SG _ DAT;HUM;INDF;N;SG DAT;INDF;N;NHUM;PL HUM;INDF;N;NOM;SG _ _
